object_category,pair_ix,FirstRoundCardIndex,Model_Response,Round1,Round2,Round3,Round4
baskets,21,Card9,"{
    ""Round1"": ""round, uh, bucket with a cover and a squarish handle"",
    ""Round2"": ""smaller, um, and it's rounder, and it's got a…cover on it, it has one handle on it, square handle"",
    ""Round3"": ""shorter version of number two, with the square handle"",
    ""Round4"": ""shorter version of that, and rounder, perfect circle with the square handle on it""
}","round, uh, bucket with a cover and a squarish handle","smaller, um, and it's rounder, and it's got a…cover on it, it has one handle on it, square handle","shorter version of number two, with the square handle","shorter version of that, and rounder, perfect circle with the square handle on it"
baskets,21,Card10,"{
    ""Round1"": ""It's long, vertical, one handle, got a cover and one handle, really uh, bi--like deep"",
    ""Round2"": ""really long, with a cover and a handle, only one handle"",
    ""Round3"": ""very deep, uh, basket with a handle, and a cover on it"",
    ""Round4"": ""really long basket--deep basket, with the cover and the handle on it, shorter version with the square handle, one handle, longer basket, very deep""
}","It's long, vertical, one handle, got a cover and one handle, really uh, bi--like deep","really long, with a cover and a handle, only one handle","very deep, uh, basket with a handle, and a cover on it","really long basket--deep basket, with the cover and the handle on it, shorter version with the square handle, one handle, longer basket, very deep"
baskets,22,Card1,"{
    ""Round1"": ""rectangular, light brown, oval shaped, very long"",
    ""Round2"": ""rectangular, with like, the handle in the middle"",
    ""Round3"": ""rectangular one with the handle in the middle"",
    ""Round4"": ""with the handle in the middle, very rectangular""
}","rectangular, light brown, oval shaped, very long","rectangular, with like, the handle in the middle",rectangular one with the handle in the middle,"with the handle in the middle, very rectangular"
baskets,22,Card2,"{
    ""Round1"": ""really small basket, reddish, um, things in it, green, red, like, kinda of strips through it, small, big loop"",
    ""Round2"": ""not the triangular red ribbon one, but it's a different one, but it has red and green in it"",
    ""Round3"": ""red and, uh--red one, with the red ribbons, but it's not the triangular one"",
    ""Round4"": ""red one with the handle, red ribbon""
}","really small basket, reddish, um, things in it, green, red, like, kinda of strips through it, small, big loop","not the triangular red ribbon one, but it's a different one, but it has red and green in it","red and, uh--red one, with the red ribbons, but it's not the triangular one","red one with the handle, red ribbon"
baskets,22,Card3,"{
    ""Round1"": ""black, and um, light brown, very small, black at the bottom, and a little bit, with like little loops in it"",
    ""Round2"": ""black bottom and it has like a black ribbon, it looks like it's striped, it has one handle"",
    ""Round3"": ""black ribbon"",
    ""Round4"": ""black ribbon in the bottom""
}","black, and um, light brown, very small, black at the bottom, and a little bit, with like little loops in it","black bottom and it has like a black ribbon, it looks like it's striped, it has one handle",black ribbon,black ribbon in the bottom
baskets,22,Card4,"{
    ""Round1"": ""it's kind of big, circulish, you could see the inside of it, but not the bottom, very big, just plain old, dark brown, dark"",
    ""Round2"": ""very deep, round and very deep"",
    ""Round3"": ""the deep one"",
    ""Round4"": ""the very deep one""
}","it's kind of big, circulish, you could see the inside of it, but not the bottom, very big, just plain old, dark brown, dark","very deep, round and very deep",the deep one,the very deep one
baskets,22,Card5,"```json
{
    ""Round1"": ""small basket with a red ribbon on, like, at the top, but there's no handles"",
    ""Round2"": ""red ribbon going through, with no handle"",
    ""Round3"": ""the one with the red ribbon, no handle"",
    ""Round4"": ""no handle, just the red ribbon""
}
```","small basket with a red ribbon on, like, at the top, but there's no handles","red ribbon going through, with no handle","the one with the red ribbon, no handle","no handle, just the red ribbon"
baskets,22,Card6,"{
    ""Round1"": ""triangular, green, designs inside"",
    ""Round2"": ""green triangles"",
    ""Round3"": ""green, triangles"",
    ""Round4"": ""green tar--triangles""
}","triangular, green, designs inside",green triangles,"green, triangles",green tar--triangles
baskets,22,Card7,"{
    ""Round1"": ""circulish, kinda large, very small loops, two loops at the end, like a kettle, has a cover, has two loops, small thing to pick it up"",
    ""Round2"": ""no handle, the one with the kettle, pick up thing, two handles on the side, teeny little handles on the side"",
    ""Round3"": ""the one with the two little handles on the side, kettle thingy on the top"",
    ""Round4"": ""the one with the two handles, with the thing on top""
}","circulish, kinda large, very small loops, two loops at the end, like a kettle, has a cover, has two loops, small thing to pick it up","no handle, the one with the kettle, pick up thing, two handles on the side, teeny little handles on the side","the one with the two little handles on the side, kettle thingy on the top","the one with the two handles, with the thing on top"
baskets,22,Card8,"{
    ""Round1"": ""triangular, red and green, very stylish"",
    ""Round2"": ""triangular one, with the red and, uh, green stripes, kind of coming in like a half diamond"",
    ""Round3"": ""triangular one, with the red and the green and the diamond things going into it"",
    ""Round4"": ""triangular one with the red rib--red and green""
}","triangular, red and green, very stylish","triangular one, with the red and, uh, green stripes, kind of coming in like a half diamond","triangular one, with the red and the green and the diamond things going into it",triangular one with the red rib--red and green
baskets,22,Card9,"{
    ""Round1"": ""circulish, has a kind of handle, kind of squarish, has a cover, more circulish, handle is kind of rectangular, short, circular"",
    ""Round2"": ""the round one with the small round one with the handle, with the cover"",
    ""Round3"": ""short one with the cover"",
    ""Round4"": ""short one with the cover on it, and the handle""
}","circulish, has a kind of handle, kind of squarish, has a cover, more circulish, handle is kind of rectangular, short, circular","the round one with the small round one with the handle, with the cover",short one with the cover,"short one with the cover on it, and the handle"
baskets,22,Card10,"{
    ""Round1"": ""rectangular, pointed in towards the end, has a cover, has a handle"",
    ""Round2"": ""triangular, rectangular one, the one which has the bigger length, has the cover on it"",
    ""Round3"": ""rectangular one with the handle, and the cover on it, the tall one"",
    ""Round4"": ""the tall one with the cover on it""
}","rectangular, pointed in towards the end, has a cover, has a handle","triangular, rectangular one, the one which has the bigger length, has the cover on it","rectangular one with the handle, and the cover on it, the tall one",the tall one with the cover on it
baskets,23,Card1,"```json
{
    ""Round1"": ""oblong, rectangular basket, has one handle, looks like a laundry basket"",
    ""Round2"": ""long--looks like a laundry basket"",
    ""Round3"": ""the laundry basket one, with one handle"",
    ""Round4"": ""the laundry one, has a handle, half of it's square, handle, top is circular""
}
```","oblong, rectangular basket, has one handle, looks like a laundry basket",long--looks like a laundry basket,"the laundry basket one, with one handle","the laundry one, has a handle, half of it's square, handle, top is circular"
baskets,23,Card2,"{
    ""Round1"": ""smallest out of all of them with the handle, reddish color, interwoven in it"",
    ""Round2"": ""long handle, red interwoven in it"",
    ""Round3"": ""oval handle, cut in half somehow, red interwoven into it"",
    ""Round4"": ""more than one red ribbon weaved through it""
}","smallest out of all of them with the handle, reddish color, interwoven in it","long handle, red interwoven in it","oval handle, cut in half somehow, red interwoven into it",more than one red ribbon weaved through it
baskets,23,Card3,"{
    ""Round1"": ""bigger weave than all the other baskets, looks sort of like a circle, visible holes"",
    ""Round2"": ""huge spaces in the middle, looks like a circle"",
    ""Round3"": ""gaps in it, looks like a circle, with a handle"",
    ""Round4"": ""circular one with the big…gaps in the weave""
}","bigger weave than all the other baskets, looks sort of like a circle, visible holes","huge spaces in the middle, looks like a circle","gaps in it, looks like a circle, with a handle",circular one with the big…gaps in the weave
baskets,23,Card4,"{
    ""Round1"": ""the tightest woven one, has no handle, looks like a beehive"",
    ""Round2"": ""a really tight weave, looks like the beehive, has no top"",
    ""Round3"": ""the beehive one, no top"",
    ""Round4"": ""the beehive, no handles, no cover""
}","the tightest woven one, has no handle, looks like a beehive","a really tight weave, looks like the beehive, has no top","the beehive one, no top","the beehive, no handles, no cover"
baskets,23,Card5,"{
    ""Round1"": ""small thing and it has like a red interwoven with it"",
    ""Round2"": ""the one with the red ribbon laced through it"",
    ""Round3"": ""that basket--it has that red strip interwoven in it"",
    ""Round4"": ""that one red…ribbon interlaced in it""
}",small thing and it has like a red interwoven with it,the one with the red ribbon laced through it,that basket--it has that red strip interwoven in it,that one red…ribbon interlaced in it
baskets,23,Card6,"{
    ""Round1"": ""it has no handle, and it has a sort of zig-zag pattern in the space"",
    ""Round2"": ""the one with the zig-zag pattern with the green in the background"",
    ""Round3"": ""the zig-zag...pattern? And it has green in the background"",
    ""Round4"": ""the one with the zig-zag pattern and the green""
}","it has no handle, and it has a sort of zig-zag pattern in the space",the one with the zig-zag pattern with the green in the background,the zig-zag...pattern? And it has green in the background,the one with the zig-zag pattern and the green
baskets,23,Card7,"{
    ""Round1"": ""two handles, orangish color"",
    ""Round2"": ""the one with the top, looks like a bowl, with two handles on the side"",
    ""Round3"": ""it's got a cover, looks sort of like a basket you take a snake out of"",
    ""Round4"": ""looks like a snake could come out of it""
}","two handles, orangish color","the one with the top, looks like a bowl, with two handles on the side","it's got a cover, looks sort of like a basket you take a snake out of",looks like a snake could come out of it
baskets,23,Card8,"{
    ""Round1"": ""triangular"",
    ""Round2"": ""the triangular basket"",
    ""Round3"": ""the triangular one"",
    ""Round4"": ""the triangle one""
}",triangular,the triangular basket,the triangular one,the triangle one
baskets,23,Card9,"```json
{
    ""Round1"": ""the handle looks sort of s--like half of a square"",
    ""Round2"": ""a squarish handle almost, with a cover"",
    ""Round3"": ""just like a square handle with a cover, sort of wide, and the weave in it looks like little rectangles"",
    ""Round4"": ""it looks flat, you know like a soda can, how the bottom looks? Like, cut an inch off a soda can, put a top on it and a handle""
}
```",the handle looks sort of s--like half of a square,"a squarish handle almost, with a cover","just like a square handle with a cover, sort of wide, and the weave in it looks like little rectangles","it looks flat, you know like a soda can, how the bottom looks? Like, cut an inch off a soda can, put a top on it and a handle"
baskets,23,Card10,"{
    ""Round1"": ""bottom looks like half of a…hexagon"",
    ""Round2"": ""hexagon bottom"",
    ""Round3"": ""bottom is a hexagon"",
    ""Round4"": ""hexagon bottom, has a cover and a handle""
}",bottom looks like half of a…hexagon,hexagon bottom,bottom is a hexagon,"hexagon bottom, has a cover and a handle"
baskets,24,Card1,"{
    ""Round1"": ""longer than the rest, kind of shaped in a rectangle, kinda like rectangular-ish, top of it is kind of circular, one handle, long basket"",
    ""Round2"": ""really wide one with no lid and a handle, looks beat up, looks like someone took a bite out of the right side"",
    ""Round3"": ""really wide, looks like kind of like a baby bath, there's a bite mark in the side of it"",
    ""Round4"": ""looks like a bathtub with a bite out of the side of it""
}","longer than the rest, kind of shaped in a rectangle, kinda like rectangular-ish, top of it is kind of circular, one handle, long basket","really wide one with no lid and a handle, looks beat up, looks like someone took a bite out of the right side","really wide, looks like kind of like a baby bath, there's a bite mark in the side of it",looks like a bathtub with a bite out of the side of it
baskets,24,Card2,"{
    ""Round1"": ""kind of small, but a really big handle, really high handle, it's kind of woven together really tightly, green in the handle, brown woven stuff, then red woven into it and green in part of the handle"",
    ""Round2"": ""really high handle, short basket with red…weaving through it"",
    ""Round3"": ""really high handle for its short basket, red and green woven into it"",
    ""Round4"": ""really high handle for a really small basket, with red""
}","kind of small, but a really big handle, really high handle, it's kind of woven together really tightly, green in the handle, brown woven stuff, then red woven into it and green in part of the handle","really high handle, short basket with red…weaving through it","really high handle for its short basket, red and green woven into it","really high handle for a really small basket, with red"
baskets,24,Card3,"{
    ""Round1"": ""has a handle, spaces in between the weavings, wide, black thing inside of it"",
    ""Round2"": ""large holes in the top of it, kind of short, it's got a handle, you can stick your finger through one of the holes, darker in its color, black, like, bottom"",
    ""Round3"": ""medium sized handle, holes in the top where you could stick your finger through, medium sized basket, black inside"",
    ""Round4"": ""black base, holes in the top with the medium size handle""
}","has a handle, spaces in between the weavings, wide, black thing inside of it","large holes in the top of it, kind of short, it's got a handle, you can stick your finger through one of the holes, darker in its color, black, like, bottom","medium sized handle, holes in the top where you could stick your finger through, medium sized basket, black inside","black base, holes in the top with the medium size handle"
baskets,24,Card4,"{
    ""Round1"": ""no handle, very wide, can probably hold a lot of things, woven tightly, like there's a border around the top of it, tight, tightly woven, you couldn't stick your finger through one of the weavings"",
    ""Round2"": ""wide, no handle, no lid"",
    ""Round3"": ""wide, kinda deep, no handle, no lid, tight weaving"",
    ""Round4"": ""big, wide, no handle, no lid, tight weaving""
}","no handle, very wide, can probably hold a lot of things, woven tightly, like there's a border around the top of it, tight, tightly woven, you couldn't stick your finger through one of the weavings","wide, no handle, no lid","wide, kinda deep, no handle, no lid, tight weaving","big, wide, no handle, no lid, tight weaving"
baskets,24,Card5,"{
    ""Round1"": ""short basket with no handle, red ribbon tied through it--woven through the top of it"",
    ""Round2"": ""short, no handle, no lid, red ribbon through it"",
    ""Round3"": ""short basket, stick your finger through the holes in it, red ribbon"",
    ""Round4"": ""short, holes in the top, red ribbon through the top of it""
}","short basket with no handle, red ribbon tied through it--woven through the top of it","short, no handle, no lid, red ribbon through it","short basket, stick your finger through the holes in it, red ribbon","short, holes in the top, red ribbon through the top of it"
baskets,24,Card6,"{
    ""Round1"": ""kind of like Mexican in its design, very tightly woven, there's a hole right between the top and the bottom, right in the center, where there's kind of like a zig-zag, green to the backing, looks like a salsa dish"",
    ""Round2"": ""looks like a salsa dish"",
    ""Round3"": ""the salsa dish"",
    ""Round4"": ""looks like a salsa dish""
}","kind of like Mexican in its design, very tightly woven, there's a hole right between the top and the bottom, right in the center, where there's kind of like a zig-zag, green to the backing, looks like a salsa dish",looks like a salsa dish,the salsa dish,looks like a salsa dish
baskets,24,Card7,"{
    ""Round1"": ""has a lid on it, really big, biggest one with a lid, knobby thing on the top"",
    ""Round2"": ""really big, has a lid, two short handles on either side, little knob on the top"",
    ""Round3"": ""really big one with the small handles on the sides, little knob on the top"",
    ""Round4"": ""big deep one, short handles, knob on the top""
}","has a lid on it, really big, biggest one with a lid, knobby thing on the top","really big, has a lid, two short handles on either side, little knob on the top","really big one with the small handles on the sides, little knob on the top","big deep one, short handles, knob on the top"
baskets,24,Card8,"{
    ""Round1"": ""looks like a purse, bottom is shaped like a triangle, got a handle"",
    ""Round2"": ""looks like the purse"",
    ""Round3"": ""is the purse"",
    ""Round4"": ""the third one is the purse""
}","looks like a purse, bottom is shaped like a triangle, got a handle",looks like the purse,is the purse,the third one is the purse
baskets,24,Card9,"{
    ""Round1"": ""has a handle and a lid, and the lid is flat, wider than the other one with a flat lid, it's more round, and it's shorter"",
    ""Round2"": ""kind of like a--a square handle on the top, a round base, round lid, and um, really tightly woven"",
    ""Round3"": ""there's no holes in the weaving, it's got a lid and a handle, which is kinda square"",
    ""Round4"": ""has a round bottom, a flat lid, and a square handle""
}","has a handle and a lid, and the lid is flat, wider than the other one with a flat lid, it's more round, and it's shorter","kind of like a--a square handle on the top, a round base, round lid, and um, really tightly woven","there's no holes in the weaving, it's got a lid and a handle, which is kinda square","has a round bottom, a flat lid, and a square handle"
baskets,24,Card10,"{
    ""Round1"": ""taller one, with the lid"",
    ""Round2"": ""has a handle, It's got a lid, It's pretty deep, It's woven pretty tightly"",
    ""Round3"": ""deep, Has a lid, and a handle, which is kind of--almost square, the weavings are really tight on the bottom"",
    ""Round4"": ""big, deep, It's got a square handle, and a lid, And tight weaving""
}","taller one, with the lid","has a handle, It's got a lid, It's pretty deep, It's woven pretty tightly","deep, Has a lid, and a handle, which is kind of--almost square, the weavings are really tight on the bottom","big, deep, It's got a square handle, and a lid, And tight weaving"
baskets,34,Card1,"{
    ""Round1"": ""has a handle, kinda like a rectangular shape, kinda long, longest basket with a handle"",
    ""Round2"": ""rectangular, longest basket with a handle"",
    ""Round3"": ""rectangular shaped one, with the handle to it"",
    ""Round4"": ""rectangular shaped basket""
}","has a handle, kinda like a rectangular shape, kinda long, longest basket with a handle","rectangular, longest basket with a handle","rectangular shaped one, with the handle to it",rectangular shaped basket
baskets,34,Card2,"{
    ""Round1"": ""colorful, a little bit of green, reddish, and like brown in it"",
    ""Round2"": ""colorful basket with the handle, kinda small, has green in the back"",
    ""Round3"": ""the eighth one has the green background, little green in the back"",
    ""Round4"": ""basket with the handle and it's green, green in the background""
}","colorful, a little bit of green, reddish, and like brown in it","colorful basket with the handle, kinda small, has green in the back","the eighth one has the green background, little green in the back","basket with the handle and it's green, green in the background"
baskets,34,Card3,"{
    ""Round1"": ""has a handle, pattern looks like it's criss-crossin', looks circle with the handle, has no top on it, all brown, like straw"",
    ""Round2"": ""a basket with the handle, it's criss-cross, it's just all like--all brown lookin', the only one without all those colors in there, it has a handle to it, has no top to it, kinda shaped like a oval"",
    ""Round3"": ""the one that intertwines, forms X's and it has a handle to it"",
    ""Round4"": ""the basket that has--forms X's with the handle""
}","has a handle, pattern looks like it's criss-crossin', looks circle with the handle, has no top on it, all brown, like straw","a basket with the handle, it's criss-cross, it's just all like--all brown lookin', the only one without all those colors in there, it has a handle to it, has no top to it, kinda shaped like a oval","the one that intertwines, forms X's and it has a handle to it",the basket that has--forms X's with the handle
baskets,34,Card4,"{
    ""Round1"": ""oval shape, kinda big, has no handle, close to the brown"",
    ""Round2"": ""large basket, just brown, shaped in a oval"",
    ""Round3"": ""basket, just round, no top to it, no handle, kinda brown"",
    ""Round4"": ""brownish basket by itself, no handle""
}","oval shape, kinda big, has no handle, close to the brown","large basket, just brown, shaped in a oval","basket, just round, no top to it, no handle, kinda brown","brownish basket by itself, no handle"
baskets,34,Card5,"{
    ""Round1"": ""red string around it"",
    ""Round2"": ""small basket with the red str--looks like string around it"",
    ""Round3"": ""basket, has the red string around it"",
    ""Round4"": ""basket with the red tape around it""
}",red string around it,small basket with the red str--looks like string around it,"basket, has the red string around it",basket with the red tape around it
baskets,34,Card6,"{
    ""Round1"": ""goldish colored, green background"",
    ""Round2"": ""light goldish color, green background, has no handle"",
    ""Round3"": ""little green background"",
    ""Round4"": ""goldish color, green background""
}","goldish colored, green background","light goldish color, green background, has no handle",little green background,"goldish color, green background"
baskets,34,Card7,"```json
{
    ""Round1"": ""same color as the one previously, but it has a top on it"",
    ""Round2"": ""golden colored, like the other one, light color, with the top"",
    ""Round3"": ""has a top and is the goldish color, with no handle"",
    ""Round4"": ""that basket with the top, and the golden, the goldish color""
}
```","same color as the one previously, but it has a top on it","golden colored, like the other one, light color, with the top","has a top and is the goldish color, with no handle","that basket with the top, and the golden, the goldish color"
baskets,34,Card8,"{
    ""Round1"": ""looks like a purse, it's a basket, shape of a diamond, V shape"",
    ""Round2"": ""shaped in a V, has the handle, colorful"",
    ""Round3"": ""V shaped basket, kinda looks like it has red in there"",
    ""Round4"": ""V shaped basket with the handle""
}","looks like a purse, it's a basket, shape of a diamond, V shape","shaped in a V, has the handle, colorful","V shaped basket, kinda looks like it has red in there",V shaped basket with the handle
baskets,34,Card9,"```json
{
    ""Round1"": ""a basket, has a handle to it, kinda like, made like a pot, it's short, goldish, has a top to it"",
    ""Round2"": ""small basket with the top, has a top and a handle, short basket with the top, has a handle on it"",
    ""Round3"": ""short one with the top and the handle, only other one with the top and the handle"",
    ""Round4"": ""short basket with the handle, and a top""
}
```","a basket, has a handle to it, kinda like, made like a pot, it's short, goldish, has a top to it","small basket with the top, has a top and a handle, short basket with the top, has a handle on it","short one with the top and the handle, only other one with the top and the handle","short basket with the handle, and a top"
baskets,34,Card10,"{
    ""Round1"": ""tall basket with the top on it, kinda like red and green, green in the background, look like red, with the handle"",
    ""Round2"": ""tall basket with the, um, top to it"",
    ""Round3"": ""tall basket with the top and the handle"",
    ""Round4"": ""with the handle""
}","tall basket with the top on it, kinda like red and green, green in the background, look like red, with the handle","tall basket with the, um, top to it",tall basket with the top and the handle,with the handle
baskets,35,Card1,"{
    ""Round1"": ""It's a basket, long, handle, light in the middle, Woven, Brownish, you could see the far, um, inside, and sort of the--you could see the bottom which is kind of like not woven, just like a piece of wood, sort of--it's like in a long rectangle type of a shape"",
    ""Round2"": ""that rectangle long one, that first one from the b--from last time, with the handle in the middle"",
    ""Round3"": ""the like the rectangular, um, long one, with a handle right through the middle"",
    ""Round4"": ""the l--long rectangular one with the handle in the middle""
}","It's a basket, long, handle, light in the middle, Woven, Brownish, you could see the far, um, inside, and sort of the--you could see the bottom which is kind of like not woven, just like a piece of wood, sort of--it's like in a long rectangle type of a shape","that rectangle long one, that first one from the b--from last time, with the handle in the middle","the like the rectangular, um, long one, with a handle right through the middle",the l--long rectangular one with the handle in the middle
baskets,35,Card2,"{
    ""Round1"": ""a reddish color, large, round handle, handle's like double the size of the basket itself, woven type thing, difference of colors of red and white, woven into each other, green background behind"",
    ""Round2"": ""the handle, which is like three times--like twice the size of the basket itself, kinda reddish and white colored basket, green around the handle"",
    ""Round3"": ""same type of basket, handle's like three times larger, green around the handle"",
    ""Round4"": ""green bottom, green handle""
}","a reddish color, large, round handle, handle's like double the size of the basket itself, woven type thing, difference of colors of red and white, woven into each other, green background behind","the handle, which is like three times--like twice the size of the basket itself, kinda reddish and white colored basket, green around the handle","same type of basket, handle's like three times larger, green around the handle","green bottom, green handle"
baskets,35,Card3,"{
    ""Round1"": ""the basket is bigger than the, um, handle, but not by much, handle is circular again, it's interwoven, sort of a brownish color, large spaces between each piece of wood, see the white background through it, bottom is darker"",
    ""Round2"": ""basket with um a handle, it's woven and it has holes in the middle, you could actually see the white behind it, gets darker on the bottom, reddish color, woven sort of a basket, no top, big handle clogging the middle"",
    ""Round3"": ""woven--you c--with a handle, that you could see on top, it gets darker on the bottom"",
    ""Round4"": ""woven one with a handle, which gets darker on the bottom, it's reddish, dark bottom""
}","the basket is bigger than the, um, handle, but not by much, handle is circular again, it's interwoven, sort of a brownish color, large spaces between each piece of wood, see the white background through it, bottom is darker","basket with um a handle, it's woven and it has holes in the middle, you could actually see the white behind it, gets darker on the bottom, reddish color, woven sort of a basket, no top, big handle clogging the middle","woven--you c--with a handle, that you could see on top, it gets darker on the bottom","woven one with a handle, which gets darker on the bottom, it's reddish, dark bottom"
baskets,35,Card4,"{
    ""Round1"": ""It's round, kinda large, it's got uh...--it's a brown color, like darker brown, it's woven again, no handles, very simple, like a big...big uneven cup type thing, it's sort of like a wood, like a strong--like a piece of wood on the top, which--its--things are woven off of that, going downwards"",
    ""Round2"": ""like the big cup you said a little ago"",
    ""Round3"": ""large cup"",
    ""Round4"": ""a big cup""
}","It's round, kinda large, it's got uh...--it's a brown color, like darker brown, it's woven again, no handles, very simple, like a big...big uneven cup type thing, it's sort of like a wood, like a strong--like a piece of wood on the top, which--its--things are woven off of that, going downwards",like the big cup you said a little ago,large cup,a big cup
baskets,35,Card5,"{
    ""Round1"": ""basket without a handle, which is interwoven, slightly smaller, got a red ribbon sort of going through the top of it"",
    ""Round2"": ""woven basket with a red ribbon through it"",
    ""Round3"": ""the one with the red ribbon through the top of it, woven, you could see through it"",
    ""Round4"": ""woven one, with a red ribbon through it, without the handle""
}","basket without a handle, which is interwoven, slightly smaller, got a red ribbon sort of going through the top of it",woven basket with a red ribbon through it,"the one with the red ribbon through the top of it, woven, you could see through it","woven one, with a red ribbon through it, without the handle"
baskets,35,Card6,"{
    ""Round1"": ""last basket without a handle, sort of a green line through it, golden type thing"",
    ""Round2"": ""one with the green line in the middle"",
    ""Round3"": ""one with the green in the middle, green... Line, golden"",
    ""Round4"": ""has a green line""
}","last basket without a handle, sort of a green line through it, golden type thing",one with the green line in the middle,"one with the green in the middle, green... Line, golden",has a green line
baskets,35,Card7,"{
    ""Round1"": ""basket with a top, lid without a handle, like two small handles, cover, two handles on either side, something on top of it, thing sticking out"",
    ""Round2"": ""golden basket with a handle and a thing on top, two little handles, left one has, uh, greenish color inside"",
    ""Round3"": ""basket with the lid and the green in the left handle, little extra thing on the top"",
    ""Round4"": ""basket with a lid, thing on top of the lid, left handle a little green on the inside""
}","basket with a top, lid without a handle, like two small handles, cover, two handles on either side, something on top of it, thing sticking out","golden basket with a handle and a thing on top, two little handles, left one has, uh, greenish color inside","basket with the lid and the green in the left handle, little extra thing on the top","basket with a lid, thing on top of the lid, left handle a little green on the inside"
baskets,35,Card8,"{
    ""Round1"": ""a basket which kinda looks like I guess a woman's underwear"",
    ""Round2"": ""that woman's underwear one again"",
    ""Round3"": ""the women's underwear"",
    ""Round4"": ""women's underwear""
}",a basket which kinda looks like I guess a woman's underwear,that woman's underwear one again,the women's underwear,women's underwear
baskets,35,Card9,"```json
{
    ""Round1"": ""flat top, round handle, round basket, simple, handle is more like rectangle sort of shape, round, just plain round"",
    ""Round2"": ""smaller of those two baskets with a lid and the handle, flat top, It's round, smaller one"",
    ""Round3"": ""same one but smaller one"",
    ""Round4"": ""same basket, it's just smaller""
}
```","flat top, round handle, round basket, simple, handle is more like rectangle sort of shape, round, just plain round","smaller of those two baskets with a lid and the handle, flat top, It's round, smaller one",same one but smaller one,"same basket, it's just smaller"
baskets,35,Card10,"{
    ""Round1"": ""round handle, little bit taller, a bigger basket itself, shaped down to be more square on the bottom, rounds off as it goes higher"",
    ""Round2"": ""big basket, round on top and it squares off on the bottom, flat top, the top is sort of like a little bit cracked, the lid, is a little bit cracked, doesn't quite fit right, really big one"",
    ""Round3"": ""big basket, with a flat lid and a round top, square on the bottom, rounds off, the bigger one"",
    ""Round4"": ""big basket, flat lid, square on the bottom, rounds off""
}","round handle, little bit taller, a bigger basket itself, shaped down to be more square on the bottom, rounds off as it goes higher","big basket, round on top and it squares off on the bottom, flat top, the top is sort of like a little bit cracked, the lid, is a little bit cracked, doesn't quite fit right, really big one","big basket, with a flat lid and a round top, square on the bottom, rounds off, the bigger one","big basket, flat lid, square on the bottom, rounds off"
baskets,37,Card1,"{
    ""Round1"": ""long basket, wide, not circular, rectangle, you can see the bottom of it, got a handle on it"",
    ""Round2"": ""long one with the--like a bar handle, with no lid"",
    ""Round3"": ""long one with the handle and no lid"",
    ""Round4"": ""long open one with the bar handle""
}","long basket, wide, not circular, rectangle, you can see the bottom of it, got a handle on it","long one with the--like a bar handle, with no lid",long one with the handle and no lid,long open one with the bar handle
baskets,37,Card2,"{
    ""Round1"": ""a little basket with a big handle, a big loop"",
    ""Round2"": ""a small basket with a big handle, a big loop"",
    ""Round3"": ""the little one with the big loop"",
    ""Round4"": ""the little basket with the big loop""
}","a little basket with a big handle, a big loop","a small basket with a big handle, a big loop",the little one with the big loop,the little basket with the big loop
baskets,37,Card3,"{
    ""Round1"": ""probably medium, got a handle, the wicker's thick on it, like light brown, got like big holes in it"",
    ""Round2"": ""the wicker's have big holes in them, the wicker's like real thick braided, has a handle"",
    ""Round3"": ""thick braid wicker, with the holes in it, and a handle, like a bar handle"",
    ""Round4"": ""the thick braided one with the holes in it, and the handle""
}","probably medium, got a handle, the wicker's thick on it, like light brown, got like big holes in it","the wicker's have big holes in them, the wicker's like real thick braided, has a handle","thick braid wicker, with the holes in it, and a handle, like a bar handle","the thick braided one with the holes in it, and the handle"
baskets,37,Card4,"```json
{
    ""Round1"": ""round one, no lid, no holes in the wicker"",
    ""Round2"": ""big round one with no lid, no handles"",
    ""Round3"": ""big round one, no lid, no handles"",
    ""Round4"": ""big round one with no lid, no handles""
}
```","round one, no lid, no holes in the wicker","big round one with no lid, no handles","big round one, no lid, no handles","big round one with no lid, no handles"
baskets,37,Card5,"{
    ""Round1"": ""kinda like three, but with no handle, it's got holes in the wicker, a red loop"",
    ""Round2"": ""a round one with no lid, it's got a red ribbon going through it"",
    ""Round3"": ""the basket with the red loop going through it"",
    ""Round4"": ""the one with the red ribbon going through it""
}","kinda like three, but with no handle, it's got holes in the wicker, a red loop","a round one with no lid, it's got a red ribbon going through it",the basket with the red loop going through it,the one with the red ribbon going through it
baskets,37,Card6,"{
    ""Round1"": ""some kinda weird design in the middle of it, two little handles, no lid"",
    ""Round2"": ""circular one with no lid, weird design around the...almost near the top, no handle, brown and round"",
    ""Round3"": ""big one with no lid, weird little design runnin' through it, zigzag or whatever"",
    ""Round4"": ""round one with the zigzag design going through it, little handles, little green background behind the design""
}","some kinda weird design in the middle of it, two little handles, no lid","circular one with no lid, weird design around the...almost near the top, no handle, brown and round","big one with no lid, weird little design runnin' through it, zigzag or whatever","round one with the zigzag design going through it, little handles, little green background behind the design"
