experiment,prompt_strategy,director_model,matcher_model,session_id,round,object_num,basket_id,left_extractor,left_gpt_model,right_extractor,right_gpt_model,left_re_words,right_re_words,word_count_delta_right_minus_left,multiset_jaccard,left_referring_expression,right_referring_expression
ACL,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl_142301_1,2,1,1,deterministic,,deterministic,,35,35,0,1.0,"the rectangular picnic-style basket: golden wicker, open dark interior, with one tall upright handle in the center and another handle/strap folded diagonally across the top. Let me know when you’ve got it.","the rectangular picnic-style basket: golden wicker, open dark interior, with one tall upright handle in the center and another handle/strap folded diagonally across the top. Let me know when you’ve got it."
ACL,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl_142301_1,2,10,10,deterministic,,deterministic,,32,32,0,1.0,"a round open tub, medium tan-brown, with tight diagonal weaving and two short braided side handles near the rim—no big overhead arch. You can see smaller nested circular rims inside.","a round open tub, medium tan-brown, with tight diagonal weaving and two short braided side handles near the rim—no big overhead arch. You can see smaller nested circular rims inside."
ACL,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl_142301_1,2,11,11,deterministic,,deterministic,,36,36,0,1.0,"a small oval basket with a tall tan arch handle, pale whitish wicker around the lower half, and little colored bindings/straps where the handle attaches. It’s daintier and lighter than the other handled baskets.","a small oval basket with a tall tan arch handle, pale whitish wicker around the lower half, and little colored bindings/straps where the handle attaches. It’s daintier and lighter than the other handled baskets."
ACL,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl_142301_1,2,12,12,deterministic,,deterministic,,31,31,0,1.0,"a squat rounded-rectangular open basket in peachy light brown wicker, with one smooth arch handle and grayish vertical slats visible inside. It’s lighter/pinker than the dark rectangular baskets.","a squat rounded-rectangular open basket in peachy light brown wicker, with one smooth arch handle and grayish vertical slats visible inside. It’s lighter/pinker than the dark rectangular baskets."
ACL,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl_142301_1,2,2,2,deterministic,,deterministic,,30,30,0,1.0,"a tall round cylinder, dark brown wicker, with straight sides and two small loop handles sticking up at the rim—more like an upright storage bin than a picnic basket.","a tall round cylinder, dark brown wicker, with straight sides and two small loop handles sticking up at the rim—more like an upright storage bin than a picnic basket."
ACL,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl_142301_1,2,3,3,deterministic,,deterministic,,29,29,0,1.0,"a small squat bucket-shaped basket: orange-brown woven body, open top with a grayish rim, and one thick dark brown handle arching high over it. Confirm when placed.","a small squat bucket-shaped basket: orange-brown woven body, open top with a grayish rim, and one thick dark brown handle arching high over it. Confirm when placed."
ACL,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl_142301_1,2,4,4,deterministic,,deterministic,,31,31,0,1.0,"a low, rectangular golden basket with a thick twisted rope-like handle arching over it and a very open lattice weave around the top edge. Please place it in position 4.","a low, rectangular golden basket with a thick twisted rope-like handle arching over it and a very open lattice weave around the top edge. Please place it in position 4."
ACL,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl_142301_1,2,5,5,deterministic,,deterministic,,30,30,0,1.0,"a small rectangular basket with dark gray-brown wicker, a pale whitish strip along the bottom, and a black/dark arched handle over the top. Place that in position 5.","a small rectangular basket with dark gray-brown wicker, a pale whitish strip along the bottom, and a black/dark arched handle over the top. Place that in position 5."
ACL,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl_142301_1,2,6,6,deterministic,,deterministic,,30,30,0,1.0,"the animal-shaped one, like a wicker duck or bird: rounded golden body, protruding head on the right with a small dark eye, and an oval lid/opening on top.","the animal-shaped one, like a wicker duck or bird: rounded golden body, protruding head on the right with a small dark eye, and an oval lid/opening on top."
ACL,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl_142301_1,2,7,7,deterministic,,deterministic,,41,41,0,1.0,"another animal-shaped golden wicker basket, but this one is more round and viewed from the front/top, with a circular lid pattern, small face details near the top, and little feet at the bottom—not the side-profile duck from","another animal-shaped golden wicker basket, but this one is more round and viewed from the front/top, with a circular lid pattern, small face details near the top, and little feet at the bottom—not the side-profile duck from"
ACL,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl_142301_1,2,8,8,deterministic,,deterministic,,34,34,0,1.0,"a very shallow oval tray basket, light tan wicker, with one pale arched handle and a clear spiral/radial weave pattern across the flat bottom. It’s much flatter than the other handled baskets.","a very shallow oval tray basket, light tan wicker, with one pale arched handle and a clear spiral/radial weave pattern across the flat bottom. It’s much flatter than the other handled baskets."
ACL,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl_142301_1,2,9,9,deterministic,,deterministic,,34,34,0,1.0,"a rectangular open basket with dark greenish-gray sides, reddish-brown wicker along the top and bottom edges, and one medium brown arch handle. It’s darker and greener than the other rectangular baskets.","a rectangular open basket with dark greenish-gray sides, reddish-brown wicker along the top and bottom edges, and one medium brown arch handle. It’s darker and greener than the other rectangular baskets."
ACL,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl_142301_1,3,1,1,deterministic,,deterministic,,25,25,0,1.0,"a rectangular wicker basket with a single big arched handle, a dark greenish-black woven front, and a chunky braided rim along the top edge.","a rectangular wicker basket with a single big arched handle, a dark greenish-black woven front, and a chunky braided rim along the top edge."
ACL,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl_142301_1,3,10,10,deterministic,,deterministic,,28,28,0,1.0,"an open round bucket-shaped basket, slightly wider at the top, with two short braided loop handles on the sides and a dark band around the lower body.","an open round bucket-shaped basket, slightly wider at the top, with two short braided loop handles on the sides and a dark band around the lower body."
ACL,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl_142301_1,3,11,11,deterministic,,deterministic,,23,23,0,1.0,"the very shallow round tray basket with a flat spiral-woven bottom, low reddish-brown rim, and one pale arch handle over it.","the very shallow round tray basket with a flat spiral-woven bottom, low reddish-brown rim, and one pale arch handle over it."
ACL,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl_142301_1,3,12,12,deterministic,,deterministic,,43,43,0,1.0,the golden rectangular picnic-hamper basket with a rigid upright handle in the middle and a hinged lid—one side is propped open so you can see the dark inside. The full sequence should now be complete—go ahead and submit when ready.,the golden rectangular picnic-hamper basket with a rigid upright handle in the middle and a hinged lid—one side is propped open so you can see the dark inside. The full sequence should now be complete—go ahead and submit when ready.
ACL,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl_142301_1,3,2,2,deterministic,,deterministic,,31,31,0,1.0,"the small oval light wicker basket with TWO thin upright arched handles, each with pale wrapped bands near the top; the body is cream/tan and flares slightly at the rim.","the small oval light wicker basket with TWO thin upright arched handles, each with pale wrapped bands near the top; the body is cream/tan and flares slightly at the rim."
ACL,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl_142301_1,3,3,3,deterministic,,deterministic,,26,26,0,1.0,"the novelty round flat cat-face basket: pale blonde wicker, circular like a disk, with little ears, eyes, nose, whiskers, and small feet at the bottom.","the novelty round flat cat-face basket: pale blonde wicker, circular like a disk, with little ears, eyes, nose, whiskers, and small feet at the bottom."
ACL,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl_142301_1,3,4,4,deterministic,,deterministic,,30,30,0,1.0,"an animal-shaped golden wicker basket, like a rabbit: rounded oval body, small head sticking out to the right with a dark/red eye, and an open slot on top.","an animal-shaped golden wicker basket, like a rabbit: rounded oval body, small head sticking out to the right with a dark/red eye, and an open slot on top."
ACL,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl_142301_1,3,5,5,deterministic,,deterministic,,20,20,0,1.0,"the peachy-pink rounded rectangular basket with one smooth arch handle, an open top, and darker vertical slats visible inside.","the peachy-pink rounded rectangular basket with one smooth arch handle, an open top, and darker vertical slats visible inside."
ACL,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl_142301_1,3,6,6,deterministic,,deterministic,,30,30,0,1.0,"the tall straight cylindrical brown wicker basket, open at the top, with a band of square lattice openings near the top and two small upright loop handles on the sides.","the tall straight cylindrical brown wicker basket, open at the top, with a band of square lattice openings near the top and two small upright loop handles on the sides."
ACL,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl_142301_1,3,7,7,deterministic,,deterministic,,22,22,0,1.0,"a round bowl-shaped basket with a dark glossy arched handle, weathered orange-brown wicker body, and a thick horizontal rim band.","a round bowl-shaped basket with a dark glossy arched handle, weathered orange-brown wicker body, and a thick horizontal rim band."
ACL,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl_142301_1,3,8,8,deterministic,,deterministic,,21,21,0,1.0,the low dark gray-brown rectangular basket with one blackish arch handle and pale cream horizontal bands woven across the front.,the low dark gray-brown rectangular basket with one blackish arch handle and pale cream horizontal bands woven across the front.
ACL,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl_142301_1,3,9,9,deterministic,,deterministic,,23,23,0,1.0,the small honey-gold rectangular basket with a thick twisted rope-like arch handle and a chunky square lattice weave across the front.,the small honey-gold rectangular basket with a thick twisted rope-like arch handle and a chunky square lattice weave across the front.
ACL,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl_142301_1,4,1,1,deterministic,,deterministic,,32,32,0,1.0,"the very shallow round tray-like basket: a flat circular spiral base seen from above, low sides, and one tall pale arch handle over it. Please place that as #1 and confirm.","the very shallow round tray-like basket: a flat circular spiral base seen from above, low sides, and one tall pale arch handle over it. Please place that as #1 and confirm."
ACL,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl_142301_1,4,10,10,deterministic,,deterministic,,40,40,0,1.0,a small oval open basket with a thin arch handle; it has a distinctive two-tone tan-and-white striped weave and little dangling cord/tie details on the sides of the handle. Please place it as #10 and confirm.,a small oval open basket with a thin arch handle; it has a distinctive two-tone tan-and-white striped weave and little dangling cord/tie details on the sides of the handle. Please place it as #10 and confirm.
ACL,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl_142301_1,4,11,11,deterministic,,deterministic,,30,30,0,1.0,"the light pinkish-tan handled basket: a rounded rectangular purse shape, open top with vertical slats inside, and one smooth matching arch handle. Please place it as #11 and confirm.","the light pinkish-tan handled basket: a rounded rectangular purse shape, open top with vertical slats inside, and one smooth matching arch handle. Please place it as #11 and confirm."
ACL,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl_142301_1,4,12,12,deterministic,,deterministic,,40,40,0,1.0,"a small dark rectangular handled basket with a blackish twisted arch handle, weathered gray-brown weave, and pale cream bands near the bottom. Please place it as #12 and confirm. confirmed. That completes the full sequence; please submit when ready.","a small dark rectangular handled basket with a blackish twisted arch handle, weathered gray-brown weave, and pale cream bands near the bottom. Please place it as #12 and confirm. confirmed. That completes the full sequence; please submit when ready."
ACL,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl_142301_1,4,2,2,deterministic,,deterministic,,28,28,0,1.0,a low rectangular golden-brown wicker basket with a chunky open lattice weave and a thick twisted rope-like arch handle. Please place that as #2 and confirm.,a low rectangular golden-brown wicker basket with a chunky open lattice weave and a thick twisted rope-like arch handle. Please place that as #2 and confirm.
ACL,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl_142301_1,4,3,3,deterministic,,deterministic,,34,34,0,1.0,"the animal-shaped wicker one, like a duck: rounded tan body, head and beak pointing right, small dark eye, and a little oval opening on top/back. Please place that as #3 and confirm.","the animal-shaped wicker one, like a duck: rounded tan body, head and beak pointing right, small dark eye, and a little oval opening on top/back. Please place that as #3 and confirm."
ACL,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl_142301_1,4,4,4,deterministic,,deterministic,,31,31,0,1.0,"a rectangular handled basket with a dark green-gray woven body, reddish-brown wicker trim along the top and bottom, and one arch handle. Please place it as #4 and confirm.","a rectangular handled basket with a dark green-gray woven body, reddish-brown wicker trim along the top and bottom, and one arch handle. Please place it as #4 and confirm."
ACL,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl_142301_1,4,5,5,deterministic,,deterministic,,33,33,0,1.0,"an upright round cylindrical basket with a dark open top, tight tan-brown weave, and two small loop handles on the sides—no tall arch handle. Please place it as #5 and confirm.","an upright round cylindrical basket with a dark open top, tight tan-brown weave, and two small loop handles on the sides—no tall arch handle. Please place it as #5 and confirm."
ACL,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl_142301_1,4,6,6,deterministic,,deterministic,,32,32,0,1.0,"a deeper round bucket-like basket with one thick very dark arch handle, a dark rim around the top, and an orange-brown woven body. Please place it as #6 and confirm.","a deeper round bucket-like basket with one thick very dark arch handle, a dark rim around the top, and an orange-brown woven body. Please place it as #6 and confirm."
ACL,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl_142301_1,4,7,7,deterministic,,deterministic,,35,35,0,1.0,"the tall cylindrical wicker basket, almost like a small wastebasket: straight vertical sides, open top, and two small loop handles near the top—not a big arch handle. Please place it as #7 and confirm.","the tall cylindrical wicker basket, almost like a small wastebasket: straight vertical sides, open top, and two small loop handles near the top—not a big arch handle. Please place it as #7 and confirm."
ACL,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl_142301_1,4,8,8,deterministic,,deterministic,,42,42,0,1.0,"the golden rectangular picnic-style basket: boxy with a tall wrapped handle rising in the middle, and the top/side looks partly open or angled so you can see a dark interior on the right. Please place it as #8 and confirm.","the golden rectangular picnic-style basket: boxy with a tall wrapped handle rising in the middle, and the top/side looks partly open or angled so you can see a dark interior on the right. Please place it as #8 and confirm."
ACL,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl_142301_1,4,9,9,deterministic,,deterministic,,36,36,0,1.0,"the pale round lidded basket viewed from above: flat circular top with a decorative flower/star pattern and reddish accents, plus little feet at the bottom—no arch handle. Please place it as #9 and confirm.","the pale round lidded basket viewed from above: flat circular top with a decorative flower/star pattern and reddish accents, plus little feet at the bottom—no arch handle. Please place it as #9 and confirm."
ACL,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl_142301_2,1,1,1,deterministic,,deterministic,,28,28,0,1.0,"the light tan wicker animal-shaped one, like a rabbit: round body, protruding head with a dark eye, and an oval opening on the top/back—no handle.","the light tan wicker animal-shaped one, like a rabbit: round body, protruding head with a dark eye, and an oval opening on the top/back—no handle."
ACL,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl_142301_2,1,10,10,deterministic,,deterministic,,25,25,0,1.0,"a very shallow round tray-like basket with a visible spiral woven bottom, a darker reddish rim, and one pale arched handle over the top.","a very shallow round tray-like basket with a visible spiral woven bottom, a darker reddish rim, and one pale arched handle over the top."
ACL,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl_142301_2,1,11,11,deterministic,,deterministic,,31,31,0,1.0,an open oval tub basket with no big overhead handle; it has two short upright loop handles on the left and right sides and a dense tan/dark-brown checker weave.,an open oval tub basket with no big overhead handle; it has two short upright loop handles on the left and right sides and a dense tan/dark-brown checker weave.
ACL,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl_142301_2,1,12,12,deterministic,,deterministic,,19,19,0,1.0,a warm pinkish-tan rounded rectangular bucket basket with a single smooth arched handle and vertical ribbed wicker sides.,a warm pinkish-tan rounded rectangular bucket basket with a single smooth arched handle and vertical ribbed wicker sides.
ACL,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl_142301_2,1,2,2,deterministic,,deterministic,,26,26,0,1.0,"a small round bucket-shaped wicker basket with a very dark almost black arched handle and darker brown sides, plus a grayish band around the rim.","a small round bucket-shaped wicker basket with a very dark almost black arched handle and darker brown sides, plus a grayish band around the rim."
ACL,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl_142301_2,1,3,3,deterministic,,deterministic,,27,27,0,1.0,"a rectangular tan wicker picnic basket: boxy and open, with a tall vertical divider/handle rising from the middle and another handle slanting diagonally to the right.","a rectangular tan wicker picnic basket: boxy and open, with a tall vertical divider/handle rising from the middle and another handle slanting diagonally to the right."
ACL,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl_142301_2,1,4,4,deterministic,,deterministic,,27,27,0,1.0,"a small oval handled basket with a pale white-and-tan woven body, a thin high arched handle, and little brown side straps/attachments near the handle.","a small oval handled basket with a pale white-and-tan woven body, a thin high arched handle, and little brown side straps/attachments near the handle."
ACL,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl_142301_2,1,5,5,deterministic,,deterministic,,22,22,0,1.0,a low rectangular golden-brown basket with a thick twisted rope-like arched handle and a chunky open weave across the front.,a low rectangular golden-brown basket with a thick twisted rope-like arched handle and a chunky open weave across the front.
ACL,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl_142301_2,1,6,6,deterministic,,deterministic,,27,27,0,1.0,"the light blonde round animal basket that looks like a cat face looking forward, with little ears, red/dark eyes, whisker lines, and tiny feet—no handle.","the light blonde round animal basket that looks like a cat face looking forward, with little ears, red/dark eyes, whisker lines, and tiny feet—no handle."
ACL,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl_142301_2,1,7,7,deterministic,,deterministic,,26,26,0,1.0,"a rectangular handled basket with dark green/black woven side panels, tan wicker trim along the top and bottom, and one broad arched handle over it.","a rectangular handled basket with dark green/black woven side panels, tan wicker trim along the top and bottom, and one broad arched handle over it."
ACL,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl_142301_2,1,8,8,deterministic,,deterministic,,25,25,0,1.0,"a compact oval bucket basket with dark gray/black mixed wicker, a dark arched handle, and some lighter pale wicker streaks near the lower front.","a compact oval bucket basket with dark gray/black mixed wicker, a dark arched handle, and some lighter pale wicker streaks near the lower front."
ACL,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl_142301_2,1,9,9,deterministic,,deterministic,,26,26,0,1.0,"a tall upright cylindrical brown wicker basket, open at the top, with two small loop handles sticking up on the left and right near the rim.","a tall upright cylindrical brown wicker basket, open at the top, with two small loop handles sticking up on the left and right near the rim."
ACL,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl_142301_2,2,1,1,deterministic,,deterministic,,39,39,0,1.0,"a tan picnic-style basket with an open dark interior and two chunky handles: one handle stands straight up in the middle, and the other is folded/angled diagonally down to the right. Confirm when you’ve got it.","a tan picnic-style basket with an open dark interior and two chunky handles: one handle stands straight up in the middle, and the other is folded/angled diagonally down to the right. Confirm when you’ve got it."
ACL,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl_142301_2,2,10,10,deterministic,,deterministic,,29,29,0,1.0,"a round open bin-style wicker basket, honey-brown, with two short side handles sticking up—no large arch handle—and a dark open interior. Confirm when placed. correct.","a round open bin-style wicker basket, honey-brown, with two short side handles sticking up—no large arch handle—and a dark open interior. Confirm when placed. correct."
ACL,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl_142301_2,2,11,11,deterministic,,deterministic,,39,39,0,1.0,"a small oval basket with a tall thin arch handle; the body is two-tone white and tan wicker, and the handle has pale wrapped sections plus dark little cord/strap accents on the sides. Confirm when placed. placed.","a small oval basket with a tall thin arch handle; the body is two-tone white and tan wicker, and the handle has pale wrapped sections plus dark little cord/strap accents on the sides. Confirm when placed. placed."
ACL,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl_142301_2,2,12,12,deterministic,,deterministic,,43,43,0,1.0,"the peachy light-brown rounded rectangular basket with one thick arch handle and vertical slat-like sides; it’s plain tan, not two-tone white or dark green. Confirm when placed. The sequence should now be complete—go ahead and submit when ready.","the peachy light-brown rounded rectangular basket with one thick arch handle and vertical slat-like sides; it’s plain tan, not two-tone white or dark green. Confirm when placed. The sequence should now be complete—go ahead and submit when ready."
ACL,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl_142301_2,2,2,2,deterministic,,deterministic,,34,34,0,1.0,"a tall, upright cylindrical wicker basket—like a small hamper or wastebasket—with straight vertical sides, an open top, and small loop handles near the rim, not a large arching handle. Confirm when placed.","a tall, upright cylindrical wicker basket—like a small hamper or wastebasket—with straight vertical sides, an open top, and small loop handles near the rim, not a large arching handle. Confirm when placed."
ACL,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl_142301_2,2,3,3,deterministic,,deterministic,,38,38,0,1.0,a squat rounded bucket-shaped wicker basket with a thick dark-brown arch handle and a grayish rim around the open top; the body is warm orange-brown and tapers slightly narrower at the bottom. Confirm when placed.,a squat rounded bucket-shaped wicker basket with a thick dark-brown arch handle and a grayish rim around the open top; the body is warm orange-brown and tapers slightly narrower at the bottom. Confirm when placed.
ACL,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl_142301_2,2,4,4,deterministic,,deterministic,,30,30,0,1.0,"a small shallow rectangular basket with a high twisted rope-like arch handle, golden honey-brown, and a chunky open lattice weave around the sides. Confirm when placed. sounds right.","a small shallow rectangular basket with a high twisted rope-like arch handle, golden honey-brown, and a chunky open lattice weave around the sides. Confirm when placed. sounds right."
ACL,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl_142301_2,2,5,5,deterministic,,deterministic,,32,32,0,1.0,the small dark gray-brown rectangular basket with a dark arched handle; it has a pale strip along the bottom and looks much darker than the other handled baskets. Confirm when placed.,the small dark gray-brown rectangular basket with a dark arched handle; it has a pale strip along the bottom and looks much darker than the other handled baskets. Confirm when placed.
ACL,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl_142301_2,2,6,6,deterministic,,deterministic,,36,36,0,1.0,"the light tan animal-shaped wicker basket, seen from the side: a round body with a protruding head on the right and a visible dark eye, like a rabbit/duck-shaped lidded basket. Confirm when placed.","the light tan animal-shaped wicker basket, seen from the side: a round body with a protruding head on the right and a visible dark eye, like a rabbit/duck-shaped lidded basket. Confirm when placed."
ACL,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl_142301_2,2,7,7,deterministic,,deterministic,,41,41,0,1.0,"the other light tan animal-shaped basket, but viewed more from above/front: a round lidded body with little face details near the top and tiny feet at the bottom, not the side-view head-sticking-out one. Confirm when placed.","the other light tan animal-shaped basket, but viewed more from above/front: a round lidded body with little face details near the top and tiny feet at the bottom, not the side-view head-sticking-out one. Confirm when placed."
ACL,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl_142301_2,2,8,8,deterministic,,deterministic,,36,36,0,1.0,"a very shallow oval tray basket with a wide open top and a visible spiral/target weave in the bottom, plus one pale arch handle over it and a reddish-brown rim. Confirm when placed. good.","a very shallow oval tray basket with a wide open top and a visible spiral/target weave in the bottom, plus one pale arch handle over it and a reddish-brown rim. Confirm when placed. good."
ACL,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl_142301_2,2,9,9,deterministic,,deterministic,,36,36,0,1.0,"a rectangular basket with a medium brown arch handle and rim, but the sides are noticeably dark greenish/olive vertical weave. It’s wider and darker-sided than the light tan rectangular baskets. Confirm when placed.","a rectangular basket with a medium brown arch handle and rim, but the sides are noticeably dark greenish/olive vertical weave. It’s wider and darker-sided than the light tan rectangular baskets. Confirm when placed."
ACL,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl_142301_2,3,1,1,deterministic,,deterministic,,25,25,0,1.0,"a rectangular picnic-style basket with a dark greenish-black woven body, reddish-brown braided rim/base, and one large arching handle over the top.","a rectangular picnic-style basket with a dark greenish-black woven body, reddish-brown braided rim/base, and one large arching handle over the top."
ACL,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl_142301_2,3,10,10,deterministic,,deterministic,,27,27,0,1.0,"an open round tub-shaped basket, honey-brown, with two short upright loop handles on the sides—no big arch handle, more like a small woven bin.","an open round tub-shaped basket, honey-brown, with two short upright loop handles on the sides—no big arch handle, more like a small woven bin."
ACL,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl_142301_2,3,11,11,deterministic,,deterministic,,30,30,0,1.0,"a very shallow round tray-like basket, with a flat spiral weave visible inside and one pale arch handle over it—more like a handled saucer than a deep basket.","a very shallow round tray-like basket, with a flat spiral weave visible inside and one pale arch handle over it—more like a handled saucer than a deep basket."
ACL,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl_142301_2,3,12,12,deterministic,,deterministic,,30,30,0,1.0,"the golden rectangular picnic-hamper style one: it has a flat woven lid/top, a tall upright handle in the middle, and one side looks propped open at an angle.","the golden rectangular picnic-hamper style one: it has a flat woven lid/top, a tall upright handle in the middle, and one side looks propped open at an angle."
ACL,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl_142301_2,3,2,2,deterministic,,deterministic,,29,29,0,1.0,"a small oval basket with a pale cream/tan body and darker horizontal bands, plus two thin upright handles that rise high and have light wraps near the top.","a small oval basket with a pale cream/tan body and darker horizontal bands, plus two thin upright handles that rise high and have light wraps near the top."
ACL,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl_142301_2,3,3,3,deterministic,,deterministic,,25,25,0,1.0,"the flat, round light-straw basket shaped like a cat face—small ears on top, red/dark eyes, whiskers, and little feet at the bottom.","the flat, round light-straw basket shaped like a cat face—small ears on top, red/dark eyes, whiskers, and little feet at the bottom."
ACL,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl_142301_2,3,4,4,deterministic,,deterministic,,29,29,0,1.0,"the golden-brown animal-shaped one, like a crouching rabbit: rounded body, head sticking out to the right with a small dark eye, and an oval opening on top.","the golden-brown animal-shaped one, like a crouching rabbit: rounded body, head sticking out to the right with a small dark eye, and an oval opening on top."
ACL,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl_142301_2,3,5,5,deterministic,,deterministic,,26,26,0,1.0,"a pinkish-tan rounded rectangular basket with one thick arching handle, an open top, and vertical ribbed sides—lighter and squarer than the dark rectangular baskets.","a pinkish-tan rounded rectangular basket with one thick arching handle, an open top, and vertical ribbed sides—lighter and squarer than the dark rectangular baskets."
ACL,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl_142301_2,3,6,6,deterministic,,deterministic,,27,27,0,1.0,"a tall cylindrical brown wicker hamper, straight-sided like a bucket, with two small loop handles and a row of square window-like openings around the top.","a tall cylindrical brown wicker hamper, straight-sided like a bucket, with two small loop handles and a row of square window-like openings around the top."
ACL,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl_142301_2,3,7,7,deterministic,,deterministic,,28,28,0,1.0,"a round, deep bowl-shaped basket with a dark almost black thick arch handle and an orange-brown woven body—more like a little bucket than a rectangle.","a round, deep bowl-shaped basket with a dark almost black thick arch handle and an orange-brown woven body—more like a little bucket than a rectangle."
ACL,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl_142301_2,3,8,8,deterministic,,deterministic,,33,33,0,1.0,"a small low rectangular basket with a gray-brown dark wicker body, pale vertical stripe accents, and one thin dark arching handle—more muted and boxy than the earlier green or pink ones.","a small low rectangular basket with a gray-brown dark wicker body, pale vertical stripe accents, and one thin dark arching handle—more muted and boxy than the earlier green or pink ones."
ACL,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl_142301_2,3,9,9,deterministic,,deterministic,,24,24,0,1.0,"a small squat rectangular basket in bright honey-orange wicker, with a very chunky open weave and a thick twisted rope-like arch handle.","a small squat rectangular basket in bright honey-orange wicker, with a very chunky open weave and a thick twisted rope-like arch handle."
ACL,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl_142301_2,4,1,1,deterministic,,deterministic,,28,28,0,1.0,"a very shallow round tray basket, seen from above, with a flat spiral woven center and low rim; it has one tall pale arched handle rising over it.","a very shallow round tray basket, seen from above, with a flat spiral woven center and low rim; it has one tall pale arched handle rising over it."
