object_category,pair_ix,FirstRoundCardIndex,round_ix,human_extracted,llm_extracted
dogs,22,Card10,4,mustache,Mustache
dogs,20,Card1,1,"standing up very straight, black, legs brown, tail's got a little black, black all through his torso pretty much, basset hound","dog standing up very straight, black and brown, his legs are brown, tail's got a little black on it, black all through his torso"
dogs,20,Card1,2,"large basset hound, the first one we did, black, brown legs, tail down, got a little black, looking to left","large basset hound, black and the brown legs, tail down, little black in it"
dogs,20,Card1,3,"basset hound, big guy","the basset hound, big guy"
dogs,20,Card1,4,big basset hound,the big basset hound
dogs,20,Card2,1,"standing, two front legs straight down, head turned to side, sticking out to side, looking down slope of back leg","standing, uh, with his two front legs, uh...straight down, head is turned to the side, back legs are--he's--sticking out to the side, looking down the ****slope**** of his back leg"
dogs,20,Card2,2,looks like he's looking down his leg,dog that looks like he's looking down his leg
dogs,20,Card2,3,"guy looking down his leg, schnauzer","guy looking down his leg, The *schnauzer*"
dogs,20,Card2,4,"schnauzer, looking down his leg","The schnauzer, looking down his leg"
dogs,20,Card3,1,"seated position, sitting, head turned","seated position, sitting, head turned"
dogs,20,Card3,2,"sitting, brown, looking behind him",brown dog that's sitting
dogs,20,Card3,3,sitting,sitting dog
dogs,20,Card3,4,"sitting, turned to back","dog that's sitting, turned to the back"
dogs,20,Card4,1,"very stout little, black, very short, little curly, long body, turned, looking towards right, little old weiner dog","stout little, uh, black dog, very short, little curly, long body, he's black, looking towards his right"
dogs,20,Card4,2,weiner dog,weiner dog
dogs,20,Card4,3,weiner dog,weiner dog
dogs,20,Card4,4,weiner,weiner
dogs,20,Card5,1,"looking towards left, poodle",the poodle
dogs,20,Card5,2,black poodle,the black poodle
dogs,20,Card5,3,poodle,the poodle
dogs,20,Card5,4,poodle,The poodle
dogs,20,Card6,1,Doberman pinscher,Doberman pinscher
dogs,20,Card6,2,Doberman,the Doberman
dogs,20,Card6,3,Doberman,Doberman
dogs,20,Card6,4,Doberman,The Doberman
dogs,20,Card7,1,"cocker spaniel, long ears","cocker spaniel, long ears"
dogs,20,Card7,2,cocker spaniel,cocker spaniel
dogs,20,Card7,3,cocker spaniel,cocker spaniel
dogs,20,Card7,4,cocker spaniel,cocker spaniel
dogs,20,Card8,1,"pug, miniature boxer, legs are down far, looks like he's standing on something, but they cut it out, really pushed in face","looks like a pug, really pushed in face"
dogs,20,Card8,2,"pushed in, legs all the way down, pug",pushed in with his legs all the way down
dogs,20,Card8,3,"pushed in face, pug",the pushed in…face
dogs,20,Card8,4,pug,the pug is next
dogs,20,Card9,1,"sled dog, husky, white, looks like German shepherd",white with *uh...*
dogs,20,Card9,2,"sled dog, husky",the sled dog
dogs,20,Card9,3,"husky, sled dog","the husky, or the sled dog"
dogs,20,Card9,4,sled dog,the sled dog
dogs,20,Card10,1,"Yorkie, tail straight up, English dog","Yorkie with his, uh, his tail straight up, looks like the English dog"
dogs,20,Card10,2,bearded English dog,bearded English dog
dogs,20,Card10,3,English bearded dog,"the English, uh, bearded dog"
dogs,20,Card10,4,bearded English,the bearded English
dogs,23,Card1,1,"standing upright, patch of black around stomach and back area, legs are more a camel color, orangish color, yellowish color towards tail, black tip on tail","standing upright, patch of black around his stomach and back area, legs are more like a camel color, black tip on his tail"
dogs,23,Card1,2,"black patch, first dog we looked at","black patch, first dog we looked at"
dogs,23,Card1,3,"first dog we ever looked at, black patch on stomach","first dog we ever looked at, black patch on his stomach"
dogs,23,Card1,4,"first dog we looked at, black patch","first dog we looked at, black patch"
dogs,23,Card2,1,"furry, turning towards his butt, white legs, patch of black on his butt, looking at his tail, standing, black outline, yellow on bottom","he's furry, white legs, patch of black on his butt, maybe like, a little bit of fur, he's looking at his tail, the one that you're talking about I think is sitting, the one I’m talking about is standing, he have like a black outline, and a yellow on the bottom"
dogs,23,Card2,2,"looks like he's biting his butt, yellow outline at bottom, black on top","he looks like he's biting his butt, the yellow outline at the bottom, and the black on top"
dogs,23,Card2,3,"yellow bottom, black top","yellow bottom, black"
dogs,23,Card2,4,"looks like he's biting his butt, yellow on bottom, black on top","the dog that looks like he's biting his butt, yellow on the bottom, black on top"
dogs,23,Card3,1,"sitting down, brown collar, surrounded by green, looking back at his tail","he's sitting down, brown collar on him, surrounded by green"
dogs,23,Card3,2,"looking at his tail, sitting down, green outline","he's looking at his tail, he's sitting down, green outline"
dogs,23,Card3,3,"sitting down, looking towards, green outline","he's sitting down, he's looking towards, green outline"
dogs,23,Card3,4,"green outline, looks at his tail","the dog with the green outline, he looks at his tail"
dogs,23,Card4,1,"really short, weiner","the really short dog, looks like a weiner"
dogs,23,Card4,2,"short, weiner","the short, weiner dog"
dogs,23,Card4,3,weiner,the weiner dog
dogs,23,Card4,4,weiner,the weiner dog
dogs,23,Card5,1,"poodle, all black, shiny collar thing, circular, silver color","he's all black, shiny collar thing"
dogs,23,Card5,2,"poodle, black, circular thing on collar","black one, circular thing on his collar"
dogs,23,Card5,3,circle thing on collar,the one with the circle thing on his collar
dogs,23,Card5,4,poodle with circle thing on collar,poodle with the circle thing on his collar
dogs,23,Card6,1,"Doberman, shiny black, outlined in green","looks like a Doberman, shiny black, outlined in green"
dogs,23,Card6,2,"Doberman, shiny all over, black","looks like a Doberman, shiny all over, black"
dogs,23,Card6,3,"Doberman, shiny all over, black","the Doberman, shiny all over, black"
dogs,23,Card6,4,"shiny black, Doberman","the shiny black dog, Doberman"
dogs,23,Card7,1,"cocker spaniel, longish hair, looking up, grass around, ears are droopy, not high, brown fur, greenish background","looks like a cocker spaniel, longish hair, looking up"
dogs,23,Card7,2,"brown hair, ears droop, cocker spaniel","got brown hair, his ears droop, like the cocker spaniel"
dogs,23,Card7,3,"cocker spaniel, tan color, droopy ears, curly hair, wavy, looks like human hair, small","the cocker spaniel, tan color with droopy ears, wavy, looks like human hair"
dogs,23,Card7,4,"cocker spaniel, looks like he has human hair","the cocker spaniel, looks like he has human hair"
dogs,23,Card8,1,"bulldog, legs look like he's digging into ground, puppy, sad face","looks like a bulldog, legs look like he's digging into the ground, sad face"
dogs,23,Card8,2,"sad puppy face, legs are digging into ground behind him, bulldog","the dog with the sad puppy face, his legs are digging into the ground behind him"
dogs,23,Card8,3,bulldog,like the bulldog
dogs,23,Card8,4,bulldog,the bulldog
dogs,23,Card9,1,"wolf dog, white tail","like the wolf dog, white tail"
dogs,23,Card9,2,wolf,the wolf
dogs,23,Card9,3,wolf,the wolf
dogs,23,Card9,4,wolf,the wolf
dogs,23,Card10,1,"short, beard, tail pointing up, all black","short one, beard, tail is pointing up, he's all black, ears are droopy, brown fur"
dogs,23,Card10,2,"""the one that gave us trouble before"", beard, curly hair, black, ears pointing upwards, ""he was number ten""","beard, curly hair, black, his ears are pointing upwards"
dogs,23,Card10,3,"""the one with the ears"", tail sticking up, black, short","the one with the ears, tail sticking up, short"
dogs,23,Card10,4,"little, furry, black, ears point up, tail points up","little dog, furry, black, ears point up"
dogs,37,Card1,1,"brown and black, long tail, facing left, short nose","brown and black, long tail, facing the left, short nose"
dogs,37,Card1,2,"short nose, black and brown, more black at top, in middle","short nose, black and brown"
dogs,37,Card1,3,"first one on the first, second on the second, a lot of black, in middle","a lot of black, in the middle"
dogs,37,Card1,4,"first on the first, second on the second , with black","the first on the first, the second on the second, the black"
dogs,37,Card2,1,"facin' us but he is lookin' to right, curly hair, brown, twist up","curly hair, brown"
dogs,37,Card2,2,"hanging off stomach, a lotta hair all over, red brown, brown, a lot of yellow on bottom, long ears","brown dog, a lot of yellow on the bottom"
dogs,37,Card2,3,"a lot of yellow at bottom, head is turned","a lot of yellow, at the bottom of it"
dogs,37,Card2,4,"yellow background, lookin' to side, curly hair","yellow background, curly hair"
dogs,37,Card3,1,"brown, collar, big ears, squattin' down, tail is on floor","brown, and he's got uh...--a collar, and...big ears, And he's squattin' down"
dogs,37,Card3,2,"long tail, layin' on ground, brown, with collar, looks like he's chained to something, head is turned, big ears","long tail, and it's layin' on the ground, It's a brown dog, With a collar, and it looks like he's chained to something, With big ears"
dogs,37,Card3,3,"tail laying on ground, brown","dog with the tail laying on the ground, it's a *brown dog*"
dogs,37,Card3,4,"tail laying on ground, looking to side","dog with the tail laying on the ground, He's looking to the side"
dogs,37,Card4,1,"long, hotdog, black or brown, big nose, looks alert, hind legs are back, straight back","like a long dog, looks like a hotdog, looks like black or brown, with a big nose"
dogs,37,Card4,2,"black, curly hair, hotdog","black dog, with curly hair, looks like a hotdog"
dogs,37,Card4,3,"hotdog, brown, long nose, big ears, looks like he doesn't even have legs, legs are really short","it's the hotdog, looks black, now he looks brown, he's got a long nose and big ears, looks like he doesn't even have legs"
dogs,37,Card4,4,"short, hotdog, short legs","the short dog, the hotdog"
dogs,37,Card5,1,"curly hair, collar, with dog tag, black","curly hair and it's got a collar, with a dog tag on it, It's black"
dogs,37,Card5,2,"black, curly hair, dog tag, with circular metal","black dog with curly hair, and it's got a--a dog tag with a...--a *circular*…m--metal"
dogs,37,Card5,3,"black, with curly hair, with medal, with dog tag",black dog with curly hair with the medal--the medal with the...dog tag
dogs,37,Card5,4,"black, curly hair, round dog tag","a black dog with curly hair, and uh...a round dog tag"
dogs,37,Card6,1,"Doberman pinscher, black, looks greasy, brown feet","black dog, looks greasy, tall, with brown feet"
dogs,37,Card6,2,"pinscher, looks greasy",looks kinda greasy
dogs,37,Card6,3,"black, Doberman, greasy","the black dog, the greasy one"
dogs,37,Card6,4,"Doberman pinscher, black, looks like there's grease on 'im","the Doberman pinscher, black…dog with the...looks like there's grease on 'im"
dogs,37,Card7,1,"long hair on belly, brown, big ears, long ears, pointin'","long hair on its belly, brown, big ears"
dogs,37,Card7,2,"long ears, brown, lot of hair on belly","long ears, brown dog with long ears, a lot of hair on his belly"
dogs,37,Card7,3,"hairy belly, long ears, looks like somebody's itchin' it behind ears, head stickin' up, brown","hairy belly, long ears, head stickin' up"
dogs,37,Card7,4,"long ears, hairy belly, brown","long ears, hairy belly, brown dog"
dogs,37,Card8,1,"boxer, short nose, brown, pointy ears, back legs are lower than front legs, black collar on it with studs, black nose, hair is not curly","short nose and brown, pointy ears, back legs are lower than its front legs, black collar on it with studs, black nose"
dogs,37,Card8,2,"boxer, black nose, pointy ears, brown , lower than the front legs, legs are stickin' out the back","black nose, pointy ears, brown dog, lower than the front legs"
dogs,37,Card8,3,"brown, black snout, ears stickin' up, short tail","brown one with the black snout and the ears stickin' up, short tail"
dogs,37,Card8,4,"brown, short nose, small tail, ears stickin' up, short tail","brown dog with a short nose, small tail, ears stickin' up"
dogs,37,Card9,1,"husky, white and black, tongue sticking out",white and black with his tongue sticking out
dogs,37,Card9,2,"Akita, black and white, tongue sticking out",black and white dog with a tongue sticking out
dogs,37,Card9,3,"black and white, tongue stickin' out, looks like a wolf, white and brown","black and white one with the tongue stickin' out, looks like a wolf"
dogs,37,Card9,4,"black and white, tail sticking out",the black and white dog with the tail stickin' out
dogs,37,Card10,1,"tail's sticking up, blackish brown, looks like it's got a beard on chin, back tail is curved","like a beard, blackish brown, back tail is stickin' up"
dogs,37,Card10,2,"beard on chin, tail sticking up and back, ears are sticking up, small, a lotta hair","like a beard on his chin, with his tail stickin' up and back, his ears are stickin' up, and his tail is stickin' straight up"
dogs,37,Card10,3,"tail sticking up, beard, little short",the tail stickin' up and the beard
dogs,37,Card10,4,"hairy chin, tail stickin' up, short","hairy chin and the tail stickin' up, a short, hairy dog"
dogs,21,Card1,1,"standing really upright position, black stomach, golden face, golden legs, tip of tail is black, looks like Rottweiler but it's not, facing to left, ears are down, nose is black, right above eyes is black, gold and yellow on out and everywhere else","standing in a really upright position, black stomach, golden face, golden legs, tip of its tail is black, ears are down, facing to the left, nose is black, whole body of the dog in the middle is black, gold and yellow on the out--and everywhere else"
dogs,21,Card1,2,"first dog you had, floppy ears, black tail, ears are down, standing straight to left, end of tail is black","ears are down, standing straight to the left, at the end of its tail it's black"
dogs,21,Card1,3,"black tail, ears down, black body","dog with the black tail, ears down, black body"
dogs,21,Card1,4,"black nose, black tail",dog with the black nose and black tail
dogs,21,Card2,1,"very furry, British looking, yellow, back leg facing out from rest of body","very furry dog, one of those British looking dogs, looks yellow, right back leg is facing out"
dogs,21,Card2,2,"right back leg facing out, head down",dog with its right back leg facing out
dogs,21,Card2,3,dog that has a leg problem,dog that has a leg problem
dogs,21,Card2,4,dog with the leg problem,dog with the leg problem
dogs,21,Card3,1,"very scary looking, looking to left, brown leash around neck","very scary looking dog, looking to the left, got a leash on it, brown leash...around its neck"
dogs,21,Card3,2,"head facing to left, sitting down, leash","dog with the...the head facing to the left, sitting down, with the leash on it"
dogs,21,Card3,3,"sitting down, facing to left, leash","dog sitting down, facing to the left with the leash"
dogs,21,Card3,4,"leash, sitting down","dog with the leash, sitting down"
dogs,21,Card4,1,"small Chihuahua looking thing, hotdog, black",small Chihuahua looking thing--a hotdog
dogs,21,Card4,2,hotdog,the hotdog
dogs,21,Card4,3,hotdog,the hotdog
dogs,21,Card4,4,hotdog,the hotdog
dogs,21,Card5,1,black poodle with golden thing,black poodle with a golden...thing on it
dogs,21,Card5,2,poodle with golden coin,"poodle, with the golden coin or whatever"
dogs,21,Card5,3,poodle with ring on neck,poodle with the...ring on its neck
dogs,21,Card5,4,poodle with ring,poodle with the ring
dogs,21,Card6,1,"one of those Dobermans, scary","one of those Dobermans, scary"
dogs,21,Card6,2,"Doberman, garage keeping dogs",third one is the Doberman
dogs,21,Card6,3,scary looking Doberman,scary looking Doberman
dogs,21,Card6,4,Doberman,fifth one is that Doberman
dogs,21,Card7,1,"looks like golden retriever but in poodle version, stretching its neck out, up, very furry, brown, very small, ears are down, very long, facing to left, face sticking up, smelling something, no tail, can't see tail","looks like a…golden retriever but in a poodle version, it's very furry, and it's brown, it's very small, ears are down, and they're very long, it's very furry, and it's facing to the left, with its h--face sticking up"
dogs,21,Card7,2,"golden retriever with face smelling, no tongue, ears are down, nose is up, body extending towards head, stretching its neck out",the…golden retriever with the face…smelling
dogs,21,Card7,3,golden retriever we're having problems with,that golden retriever we're having problems with
dogs,21,Card7,4,golden retriever,that golden retriever
dogs,21,Card8,1,"standing in very ready to attack position, black nose, rest of dog is yellow or brown, ears pointing up, no tail, very small tail, very muscular","standing in a very, ready to attack position, black nose, yellow, or brown, ears are pointing up, no tail, very small tail, very muscular"
dogs,21,Card8,2,"black nose, ears upright, very muscular looking, all yellow, standing facing to left","black nose, ears upright, very muscular looking, all yellow, standing facing to the left"
dogs,21,Card8,3,"boxer, black nose, very muscular, built body","looks like a boxer, black nose, very muscular, built body"
dogs,21,Card8,4,"boxer, built body","boxer, built body"
dogs,21,Card9,1,"Siberian husky, wolf","looks like a Siberian husky, looks like a wolf"
dogs,21,Card9,2,"Siberian husky, looks like a wolf","his head is down, the ninth one is a Siberian husky"
dogs,21,Card9,3,Siberian husky,Third is the Siberian husky
dogs,21,Card9,4,Siberian husky,"Second, Siberian husky"
dogs,21,Card10,1,"some type of terrier, big mustaches, black, very small, tail pointing upright, Yorkie, tail is straight up","big mustaches, black, very small, tail is pointing upright, straight up"
dogs,21,Card10,2,"last one we had, Yorkie, tail upright","Yorkie, tail upright"
dogs,21,Card10,3,Yorkie with big mustaches,Yorkie with big mustaches
dogs,21,Card10,4,Yorkie with mustache,Yorkie with the mustache
dogs,43,Card1,1,"black right in middle, oval, two front legs are orange, back ones are yellowish, right on corner of tail it has black, tip of tail, facing left, has poise","black right in the middle, like oval, two front parts, two front legs are orange, back ones are kinda yellowish, right on the corner of the tail it has black, tip of the tail"
dogs,43,Card1,2,"black belly, standing tall, looking left, has tip of black on tail, bit of black on mouth, orangey, first front legs are orange, back one has yellow","black belly, standing tall, looking left, tip of black on the tail, bit of black on the mouth, kinda orangey, first front legs are orange, back one has a yellow on it"
dogs,43,Card1,3,"standing up, black on belly, front two legs are orange","standing up, black on the belly, front two legs are orange"
dogs,43,Card1,4,black belly with two front feet,"black belly, two front feet"
dogs,43,Card2,1,"looking left, small ears, bottom part to where legs are it's yellowish, background legs are a bit yellowish orangey, belly has bit of black on it, background to the head and half the body is black and then from half bottom background is yellow, standing lookin' at something, one of the legs is outward, head is tilted, not looking directly left, you can see its lips form, its lips are black","small ears, the bottom part to where the legs are it's kinda yellowish, legs are a bit yellowish orangey, on the belly it has a bit a black on it, looking left, half the body is black, background is like yellow, it's like standing lookin' at something, one of the legs is like kinda outward, it's orange with a bit of black, it's not orange--it's orange with a bit a like yellow, you can see its lips kinda form, its lips are black, just like his head, his right hind leg is kinda outward to the right"
dogs,43,Card2,2,"half black background, half yellow background on bottom",half black background half yellow background on the bottom
dogs,43,Card2,3,"background is half black, half yellow",background is half black half yellow
dogs,43,Card2,4,"background is half black top, half yellow on bottom",background is half black top half yellow on the bottom
dogs,43,Card3,1,"background is green, sitting down, short little legs with a bit of long tail, facing left, but only his head, body is facing right, tail is on floor, has collar","greenish, it's sitting down, it has short little legs, small legs with a bit of a long tail, light brown, has a long tail, he's sitting down, the tail is on the floor, he has a collar"
dogs,43,Card3,2,"sitting down, body towards right, but face looking left, sitting on grass, background's green, tail on floor, long tail, has collar","it's sitting down, his body is towards the right, but his face is looking left, the background's green, tail is on the floor, it's a long tail, it has a collar"
dogs,43,Card3,3,"green background, sitting down on grass, long tail on grass, body towards right, head facing left","it's a green background, it's sitting down on the grass, long tail on the grass, body towards the right, head facing left"
dogs,43,Card3,4,"sitting down on grass, long tail, has collar, looking left but body is towards right","it's sitting down on the grass, long tail, has a collar, looking left, but the body's towards the right"
dogs,43,Card4,1,"small, black, facing right, long mouth, short","a small dog, it's black, it's facing right, it has a long uh mouth, it's a short dog"
dogs,43,Card4,2,short with long mouth,a short dog with a long mouth
dogs,43,Card4,3,"small, black, short, long mouth","a small dog, it's black, it's short and a long mouth"
dogs,43,Card4,4,"short, longish, with little feet and big mouth","a short dog, kinda longish, with little feet and a big mouth"
dogs,43,Card5,1,"a bit taller, has collar with medallion on it, black, curly hair, head's facing left, background is yellowish","a bit taller than the last one, has a collar with a medallion on it, it's black, it has curly hair, facing left, background is yellowish"
dogs,43,Card5,2,"black, curly hair, has medallion on collar","black, curly hair, has a medallion on the collar"
dogs,43,Card5,3,"black curly hair, has collar with medallion","black curly hair, has a collar with a medallion"
dogs,43,Card5,4,"black, short with collar that has medallion","black short dog, with a collar that has a medallion on it"
dogs,43,Card6,1,"tall, black, a bit of brown on mouth and feet, facing left","tall dog, black, bit of brown on its mouth, like his feet"
dogs,43,Card6,2,"standing tall, black, bit of brown on mouth and on tip of feet","standing tall, black, bit of brown on its mouth, tip of its feet"
dogs,43,Card6,3,"all black, a bit of brown on mouth and on tips of feet","all black, bit of brown on the mouth, tips of the feet"
dogs,43,Card6,4,all black with a bit of brown on mouth and on tip of feet,"all black, bit of brown on the mouth, tip of the feet"
dogs,43,Card7,1,"facing left, standing up, but in a way about to sit down, brown, belly has darker brown hair, ears and legs are a bit lighter, a bit of a long ear, hairy, long hair, legs are orange color, floppy, one of its ear you can't see other side","facing left, it's kinda standing up, but it's like also in a way kinda 'bout to sit down kinda thing, brown, darker brown hair in the belly, ears and legs are a bit lighter, long ear, hairy, long hair, brown…color, darker brown, legs are like an orange color, floppy, one of its ear you can't see the other side"
dogs,43,Card7,2,"long hair, darker brown hair in middle, facing left, standing, floppy ears","long hair, brown, darker brown hair in the middle, facing left, standing, has floppy ears"
dogs,43,Card7,3,"long hair, facing left, floppy ears, darkish brown in belly, light around feet","long hair, facing left, floppy ears, darkish uh brown in the belly, light around the feet"
dogs,43,Card7,4,"long hair looking left, floppy ears","long hair, looking left, floppy ears"
dogs,43,Card8,1,"standing tall, black mouth with black surrounding eyes, small ears that are sticking up, chain collar, orange brownish, background is yellow","standing tall, black mouth, black surrounding its eyes, small ears that are sticking up, chain collar, orange kinda brownish, background is kinda yellow"
dogs,43,Card8,2,"standing tall, black mouth with dark black surrounding around his eyes, small ears sticking up, chain collar, brownish orange, yellow background","standing tall, black mouth with dark black surrounding around his eyes, small ears sticking up, chain collar, kinda brownish orange, yellow background"
dogs,43,Card8,3,"standing tall, black mouth, with black around surrounding its eyes, ears stickin' up, chain collar","standing tall, black mouth with black around surrounding its eyes, ears stickin' up, kinda like a chain collar"
dogs,43,Card8,4,"standing up tall, black mouth, black surrounding in eyes, ears stickin' up, chain collar","standing up tall, black mouth, black surrounding in the eyes, ears stickin' up, chain collar"
dogs,43,Card9,1,"white with black surrounding, tongue sticking out","white dog with black surrounding, has its tongue stickin' out"
dogs,43,Card9,2,"tongue sticking out, white, black","white, and it has black, has his tongue stickin' out"
dogs,43,Card9,3,"tongue sticking out, white, facing left, a little black","white dog facing left and it has black, has its tongue stickin' out"
dogs,43,Card9,4,"tongue sticking out, white hair with a bit of blackish, standing up","white hair with um blackish, a bit of blackish, has its tongue sticking out"
dogs,43,Card10,1,"small, black, ugly, short tail that's sticking up, background, green, Toto from Wizard of Oz","small dog, black, kinda ugly face, has a short tail that's stickin' up, background is green"
dogs,43,Card10,2,Toto,Toto
dogs,43,Card10,3,Toto,Toto again
dogs,43,Card10,4,Toto,Toto
dogs,34,Card1,1,"middle of dog is black, facing to your left, has little black tail, half is black","black, little black tail, half is black"
dogs,34,Card1,2,"black in middle, legs look yellow and orange","black in the middle, outside--like his legs looks like yellow and orange"
dogs,34,Card1,3,"looking to left, with black middle, black tail","black middle, black tail"
dogs,34,Card1,4,with black middle and black little tail,"black middle, black little tail"
dogs,34,Card2,1,"dog facing to your right, head turned to your left, yellow (grass)","dog is facing to your right, head is turned to your left, yellow"
dogs,34,Card2,2,"turned to right, but looking back","fifth dog is turned to the right, lookin' back"
dogs,34,Card2,3,"looking to your right, turned back to your left, has yellowish background","eighth one is the same dog, lookin' to your right, turned back to your left, yellowish background"
dogs,34,Card2,4,"with yellowish background, turned to left","tenth dog is the one, dog with the yellowish background turned to the left"
dogs,34,Card3,1,"green all around, brown, green outline","green all around, like a brown"
dogs,34,Card3,2,"turned to right, but looking back to left","sittin' in grass, turned to the right, lookin' back to the left"
dogs,34,Card3,3,"looking to your right, but turned back to left in grass","lookin' to your right, but turned back to the left in the grass"
dogs,34,Card3,4,sitting in grass with head turned to your left,sittin' in the grass with his head turned to your left
dogs,34,Card4,1,"little, wiener, black, no background, short, brown","wiener dogs, kind of black, just black and it's short and little, no outline, it's just black"
dogs,34,Card4,2,"by itself, little, short, black, brown",little short black dog
dogs,34,Card4,3,"little, black, brownish, with no back- ground, short","black little--black brownish dog with no background, Short one"
dogs,34,Card4,4,"black, brownish, little, short","black, brownish, little, short dog"
dogs,34,Card5,1,"black, furry, has collar around neck, circle color","it's black, but it looks like furry, and it has a collar, uh, around the neck, it's the only one with the collar, with a collar around it, the fur looks different from the rest of them"
dogs,34,Card5,2,"has collar, collar with circle on it, name tag","the dog collar with the circle on it, it's black, around the collar, look like a...a name tag or something"
dogs,34,Card5,3,"has collar around it, black","the first dog has the collar around it, it's black"
dogs,34,Card5,4,"with circle collar, with name tag","the dog with the circle collar, black, with the name tag"
dogs,34,Card6,1,"dog that Snoop Dog has in his video, skinny ,black",skinny black dog
dogs,34,Card6,2,"black, skinny, in Snoop video",black skinny dog
dogs,34,Card6,3,"black, skinny",black skinny dog
dogs,34,Card6,4,"skinny, black",skinny black dog
dogs,34,Card7,1,"golden retriever, gold, has long ears, facing upwards to the left, laying on grass or something","long ears, like he's layin' on grass"
dogs,34,Card7,2,"laying on grass, with long ear on side","layin' on the grass, with the long ear on the side"
dogs,34,Card7,3,"sitting in grass, with long ear, looks like it's lyin' down",dog sittin' in the grass but with the long ear
dogs,34,Card7,4,sitting in grass with long ear on side,sittin' in the grass with the long ear on the side
dogs,34,Card8,1,"black nose, mean, both of the ears are sticking up, it's running","black nose, like a mean dog, both of the ears are sticking up"
dogs,34,Card8,2,"has both of his ears standing up, black nose, around the eyes, looks like it's running","both of his ears standing up, black dog, black nose, around the eyes"
dogs,34,Card8,3,looks like it's running,runnin'--looks like it's runnin'
dogs,34,Card8,4,"the running dog, looks like it's running","runnin' dog, looks like it's running"
dogs,34,Card9,1,"the only white dog, with a grayish--.","only white dog, white with a grayish t"
dogs,34,Card9,2,white,is white--the white dog
dogs,34,Card9,3,white,is white
dogs,34,Card9,4,white,is the white dog
dogs,34,Card10,1,"old lookin', sittin' in grass","old looking dog, sittin' in grass"
dogs,34,Card10,2,"old lookin', sittin' in grass",old lookin' dog sittin' in grass
dogs,34,Card10,3,"old lookin', sittin' in grass",old lookin' dog sittin' in the grass
dogs,34,Card10,4,"old, sittin' on grass","old dog, Lookin' dog"
dogs,24,Card1,1,"yellow, big black spot on center, long ears, wide snout, Labrador, face looks orange and yellow, black spot in middle on nose, eyebrow black, his eyes are dark, tail is yellow on top, black towards end, tail pointed down","yellow, big black spot on the center, long ears, wide snout, looks orange, black spot in the middle of his nose, eyebrow is black, tail is yellow on top, black towards the end"
dogs,24,Card1,2,largest spot,largest spot
dogs,24,Card1,3,huge spot on torso,huge spot on his torso
dogs,24,Card1,4,"big, yellow, black spot on belly","big, yellow dog with the black spot on his belly"
dogs,24,Card2,1,"curly hair, short ears, terrier, yellow, probably white, traces of white or light color in center","this dog has curly hair, short ears, he's mostly yellow, he's probably a white dog, he's got a black spot about the size of...it's covering pretty much his whole center of his body, the second dog has curly hair, and the first dog doesn't, it's longer"
dogs,24,Card2,2,"short haired, really curly hair, all white, black spot on his stomach","a short haired dog, really curly hair, all white, maybe there's a black spot"
dogs,24,Card2,3,"white, tall, poodle-ish, but not so fro-ey","a white--he's kind of tall, he's like a poodle-ish, but not, like, so fro-ey"
dogs,24,Card2,4,"poodle, with his hair cut off, short hair, curly, white","a white--I think he might be a poodle, with his hair cut off, he has short hair, but it's curly, and it's white"
dogs,24,Card3,1,"short-haired, ears are darker color than his body, tail's long foir the size of him, wearing collar, sitting","short-haired dog, ears are darker than his body, tail's kinda long, wearing a collar"
dogs,24,Card3,2,"beagle face, all yellow, wearing collar, thicker collar, compared to the other dogs, yellow body, black ears, retriever face, skinny, medium sized, sitting, looking towards side, body facing right, he's turning towards left","beagle face, all yellow, thicker collar, yellow body, black ears, kind of like a retriever face, medium sized dog, sitting, looking towards the side, brown collar, body is facing the right, face turning towards the left"
dogs,24,Card3,3,"body is facing right, face is facing left, looking towards something","body is facing the right, face is facing the left, looking towards something"
dogs,24,Card3,4,"Labrador, short hair, thick brown chain around neck","Labrador, short hair, thick brown chain around his neck"
dogs,24,Card4,1,"all black, short, very short legs, hair is short, not as curly as the other dog that's on the list, not a poodle, dachshund, long torso, long snout","all black, short, very short legs, hair is short, curly, long torso, long snout"
dogs,24,Card4,2,"really short, little, black thing, short hair","really short, little, black thing, short hair"
dogs,24,Card4,3,"very short haired, looks like curly hair, all black, ""very short feet like a basset hound almost, but he's not"", short, longer snout, long body","very short haired, curly hair, all black, completely black, very short feet, short and black and curly hair, kind of a longer snout"
dogs,24,Card4,4,"really short, basset hounds, black","really short, black"
dogs,24,Card5,1,"black poodle, collar, big round charm","a black poodle, with a collar, with like a big round charm on it"
dogs,24,Card5,2,black poodle with little charm,the black poodle with the little charm
dogs,24,Card5,3,"poodle with charm, looking to left, black","the poodle with the charm, He's looking to the left"
dogs,24,Card5,4,"poodle, black, with little charm around his neck","Black poodle, with the little, charm around his neck"
dogs,24,Card6,1,"very short hair, all black except for his snout, which is part light brown, mean, very shiny coat","very short hair, all black except for his snout, part light brown, mean dog, very shiny coat"
dogs,24,Card6,2,"all black, except for a little stripe of yellow on his cheek, yellow paws, shiny coat, short fur","all black, little stripe of yellow on his, uh, cheek, yellow paws, shiny coat, short fur"
dogs,24,Card6,3,"very skinny, very shiny coat, all black except for yellow stripe on his face","very skinny, very shiny coat, all black except for the yellow stripe on his face"
dogs,24,Card6,4,"black, really shiny coat, stripe of gold on face","black dog with the really shiny coat, stripe of the gold on his face"
