extractor,gpt_model,experiment,session_prefix,prompt_strategy,director_model,matcher_model,session_id,trace_file,round,object_num,basket_id,referring_expression,previous_referring_expression,re_words,relative_lexical_overlap,jaccard_lexical_overlap
gpt,gpt-5.5,ACL,gpt5.5-acl-emnlp,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl-emnlp_150519_8,data/experiments/ACL/2026-05-15/gpt5.5-acl/gpt5.5-acl-emnlp_150519_8/gpt5.5-acl-emnlp_150519_8_data.json,4,1,images/019.png,"the very shallow round tray basket: flat spiral-woven bottom visible inside, low reddish-brown rim, and one pale arched handle over it","the very shallow round tray basket: flat spiral-woven bottom visible inside, low reddish-brown rim, and one pale arched handle over it",23,1.0,1.0
gpt,gpt-5.5,ACL,gpt5.5-acl-emnlp,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl-emnlp_150519_8,data/experiments/ACL/2026-05-15/gpt5.5-acl/gpt5.5-acl-emnlp_150519_8/gpt5.5-acl-emnlp_150519_8_data.json,4,2,images/022.png,the low rectangular golden-brown basket with a thick twisted rope-like arched handle and chunky open-weave front/rim,the low rectangular golden-brown basket with the thick twisted rope-like arched handle and chunky open-weave front/rim,20,0.95,0.9047619047619048
gpt,gpt-5.5,ACL,gpt5.5-acl-emnlp,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl-emnlp_150519_8,data/experiments/ACL/2026-05-15/gpt5.5-acl/gpt5.5-acl-emnlp_150519_8/gpt5.5-acl-emnlp_150519_8_data.json,4,3,images/076.png,"the side-view light tan wicker rabbit basket: long oval body, bunny head protruding to the right with a dark/red eye, ears on top, and no handle","the side-view bunny basket: long oval light wicker body, head protruding to the right with a dark/red eye, ears on top, and no handle",28,0.9285714285714286,0.9285714285714286
gpt,gpt-5.5,ACL,gpt5.5-acl-emnlp,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl-emnlp_150519_8,data/experiments/ACL/2026-05-15/gpt5.5-acl/gpt5.5-acl-emnlp_150519_8/gpt5.5-acl-emnlp_150519_8_data.json,4,4,images/012.png,"the rectangular basket with dark green/black woven side panels, tan wicker trim along the top and bottom, and one brown arched handle","the rectangular handled basket with dark green/black woven side panels, tan wicker trim along the top and bottom, and one arched brown handle",23,1.0,0.9583333333333334
gpt,gpt-5.5,ACL,gpt5.5-acl-emnlp,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl-emnlp_150519_8,data/experiments/ACL/2026-05-15/gpt5.5-acl/gpt5.5-acl-emnlp_150519_8/gpt5.5-acl-emnlp_150519_8_data.json,4,5,images/065.png,the dark honey-brown oval tub basket with two small upright side handles and a nested open oval rim—no large arching handle,the dark honey-brown oval tub basket with two small upright side handles and a nested open oval rim—no large arching handle,23,1.0,1.0
gpt,gpt-5.5,ACL,gpt5.5-acl-emnlp,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl-emnlp_150519_8,data/experiments/ACL/2026-05-15/gpt5.5-acl/gpt5.5-acl-emnlp_150519_8/gpt5.5-acl-emnlp_150519_8_data.json,4,6,images/001.png,the round orange-brown bucket basket with a very dark almost black arched handle and a grayish rim band near the top,the round orange-brown bucket basket with a very dark almost black arched handle and a grayish rim band near the top,22,1.0,1.0
gpt,gpt-5.5,ACL,gpt5.5-acl-emnlp,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl-emnlp_150519_8,data/experiments/ACL/2026-05-15/gpt5.5-acl/gpt5.5-acl-emnlp_150519_8/gpt5.5-acl-emnlp_150519_8_data.json,4,7,images/037.png,"the tall upright cylindrical brown basket, like a wastebasket, with small loop handles near the top and vertical open slits around the upper rim—no big arch handle","the tall upright cylindrical brown basket, like a wastebasket, with small loop handles near the top and vertical open slits around the upper rim—no big arch handle",28,1.0,1.0
gpt,gpt-5.5,ACL,gpt5.5-acl-emnlp,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl-emnlp_150519_8,data/experiments/ACL/2026-05-15/gpt5.5-acl/gpt5.5-acl-emnlp_150519_8/gpt5.5-acl-emnlp_150519_8_data.json,4,8,images/015.png,"the boxy picnic-style wicker basket: rectangular body, tall upright center divider/handle, a diagonal slanted piece on the right, and dark open interior visible","the boxy picnic-style wicker basket: rectangular body, tall upright center divider/handle, a diagonal slanted piece on the right, and dark open interior visible",25,1.0,1.0
gpt,gpt-5.5,ACL,gpt5.5-acl-emnlp,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl-emnlp_150519_8,data/experiments/ACL/2026-05-15/gpt5.5-acl/gpt5.5-acl-emnlp_150519_8/gpt5.5-acl-emnlp_150519_8_data.json,4,9,images/033.png,"the front-facing round bunny basket: ball-shaped light wicker body, bunny face centered with red/dark eyes and whiskers, ears on top, and little feet at the bottom","the front-facing round bunny basket: ball-shaped light wicker body, bunny face centered with red/dark eyes, ears on top, and little feet at the bottom",29,0.9310344827586207,0.9310344827586207
gpt,gpt-5.5,ACL,gpt5.5-acl-emnlp,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl-emnlp_150519_8,data/experiments/ACL/2026-05-15/gpt5.5-acl/gpt5.5-acl-emnlp_150519_8/gpt5.5-acl-emnlp_150519_8_data.json,4,10,images/009.png,the small oval basket with a pale whitewashed lower half and tan rim; it has a thin tall handle with a little white wrap near the top and reddish side ties,the small oval basket with a pale whitewashed lower half and tan rim; it has a thin tall handle with a little white wrap near the top and reddish side ties,31,1.0,1.0
gpt,gpt-5.5,ACL,gpt5.5-acl-emnlp,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl-emnlp_150519_8,data/experiments/ACL/2026-05-15/gpt5.5-acl/gpt5.5-acl-emnlp_150519_8/gpt5.5-acl-emnlp_150519_8_data.json,4,11,images/017.png,"the warm peach-pink rounded rectangular basket with vertical ribbed sides, a single thick smooth arch handle, and a darker open interior","the warm peach-pink rounded rectangular basket with vertical ribbed sides, a single thick smooth arch handle, and a darker open interior",22,1.0,1.0
gpt,gpt-5.5,ACL,gpt5.5-acl-emnlp,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl-emnlp_150519_8,data/experiments/ACL/2026-05-15/gpt5.5-acl/gpt5.5-acl-emnlp_150519_8/gpt5.5-acl-emnlp_150519_8_data.json,4,12,images/040.png,"the small squat oval basket, mostly dark gray-brown, with a black/dark arched handle and pale cream horizontal bands along the lower front","the small squat oval basket, mostly dark gray-brown, with a black/dark arched handle and pale cream horizontal bands along the lower front",24,1.0,1.0
gpt,gpt-5.5,ACL,gpt5.5-acl-emnlp,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl-emnlp_150519_8,data/experiments/ACL/2026-05-15/gpt5.5-acl/gpt5.5-acl-emnlp_150519_8/gpt5.5-acl-emnlp_150519_8_data.json,5,1,images/040.png,"small squat oval basket, mostly dark gray-brown, with a black/dark arched handle and pale cream horizontal bands along the lower front","the small squat oval basket, mostly dark gray-brown, with a black/dark arched handle and pale cream horizontal bands along the lower front",23,1.0,0.9583333333333334
gpt,gpt-5.5,ACL,gpt5.5-acl-emnlp,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl-emnlp_150519_8,data/experiments/ACL/2026-05-15/gpt5.5-acl/gpt5.5-acl-emnlp_150519_8/gpt5.5-acl-emnlp_150519_8_data.json,5,2,images/009.png,small oval basket with a pale whitewashed lower half and tan rim; it has a thin tall handle with little white wraps near the top and reddish side ties,the small oval basket with a pale whitewashed lower half and tan rim; it has a thin tall handle with a little white wrap near the top and reddish side ties,29,0.9655172413793104,0.875
gpt,gpt-5.5,ACL,gpt5.5-acl-emnlp,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl-emnlp_150519_8,data/experiments/ACL/2026-05-15/gpt5.5-acl/gpt5.5-acl-emnlp_150519_8/gpt5.5-acl-emnlp_150519_8_data.json,5,3,images/065.png,dark honey-brown oval tub basket with two small upright side handles and a nested open oval rim—no large arching handle,the dark honey-brown oval tub basket with two small upright side handles and a nested open oval rim—no large arching handle,22,1.0,0.9565217391304348
gpt,gpt-5.5,ACL,gpt5.5-acl-emnlp,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl-emnlp_150519_8,data/experiments/ACL/2026-05-15/gpt5.5-acl/gpt5.5-acl-emnlp_150519_8/gpt5.5-acl-emnlp_150519_8_data.json,5,4,images/001.png,round orange-brown bucket basket with a very dark almost black arched handle and a grayish band around the upper rim,the round orange-brown bucket basket with a very dark almost black arched handle and a grayish rim band near the top,21,0.9047619047619048,0.7916666666666666
gpt,gpt-5.5,ACL,gpt5.5-acl-emnlp,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl-emnlp_150519_8,data/experiments/ACL/2026-05-15/gpt5.5-acl/gpt5.5-acl-emnlp_150519_8/gpt5.5-acl-emnlp_150519_8_data.json,5,5,images/037.png,"tall upright cylindrical brown basket, like a wastebasket, with small loop handles near the top and vertical open slits around the upper rim—no big arch handle","the tall upright cylindrical brown basket, like a wastebasket, with small loop handles near the top and vertical open slits around the upper rim—no big arch handle",27,1.0,0.9642857142857143
gpt,gpt-5.5,ACL,gpt5.5-acl-emnlp,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl-emnlp_150519_8,data/experiments/ACL/2026-05-15/gpt5.5-acl/gpt5.5-acl-emnlp_150519_8/gpt5.5-acl-emnlp_150519_8_data.json,5,6,images/022.png,low rectangular golden-brown basket with a thick twisted rope-like arched handle and chunky open-weave front/rim,the low rectangular golden-brown basket with a thick twisted rope-like arched handle and chunky open-weave front/rim,19,1.0,0.95
gpt,gpt-5.5,ACL,gpt5.5-acl-emnlp,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl-emnlp_150519_8,data/experiments/ACL/2026-05-15/gpt5.5-acl/gpt5.5-acl-emnlp_150519_8/gpt5.5-acl-emnlp_150519_8_data.json,5,7,images/017.png,"warm peach-pink rounded rectangular basket with vertical ribbed sides, a single thick smooth arch handle, and a darker open interior","the warm peach-pink rounded rectangular basket with vertical ribbed sides, a single thick smooth arch handle, and a darker open interior",21,1.0,0.9545454545454546
gpt,gpt-5.5,ACL,gpt5.5-acl-emnlp,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl-emnlp_150519_8,data/experiments/ACL/2026-05-15/gpt5.5-acl/gpt5.5-acl-emnlp_150519_8/gpt5.5-acl-emnlp_150519_8_data.json,5,8,images/076.png,"side-view bunny basket: long oval light wicker body, head protruding to the right with one dark/red eye, ears on top, and no handle","the side-view light tan wicker rabbit basket: long oval body, bunny head protruding to the right with a dark/red eye, ears on top, and no handle",25,0.96,0.8275862068965517
gpt,gpt-5.5,ACL,gpt5.5-acl-emnlp,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl-emnlp_150519_8,data/experiments/ACL/2026-05-15/gpt5.5-acl/gpt5.5-acl-emnlp_150519_8/gpt5.5-acl-emnlp_150519_8_data.json,5,9,images/033.png,"front-facing round bunny basket: ball-shaped light wicker body, centered bunny face with two red/dark eyes and whiskers, ears on top, and little feet at the bottom","the front-facing round bunny basket: ball-shaped light wicker body, bunny face centered with red/dark eyes and whiskers, ears on top, and little feet at the bottom",29,0.9655172413793104,0.9333333333333333
gpt,gpt-5.5,ACL,gpt5.5-acl-emnlp,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl-emnlp_150519_8,data/experiments/ACL/2026-05-15/gpt5.5-acl/gpt5.5-acl-emnlp_150519_8/gpt5.5-acl-emnlp_150519_8_data.json,5,10,images/015.png,"boxy picnic-style wicker basket: rectangular body with a tall upright center divider, a diagonal slanted piece on the right, and a dark open interior","the boxy picnic-style wicker basket: rectangular body, tall upright center divider/handle, a diagonal slanted piece on the right, and dark open interior visible",25,0.88,0.7857142857142857
gpt,gpt-5.5,ACL,gpt5.5-acl-emnlp,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl-emnlp_150519_8,data/experiments/ACL/2026-05-15/gpt5.5-acl/gpt5.5-acl-emnlp_150519_8/gpt5.5-acl-emnlp_150519_8_data.json,5,11,images/019.png,"very shallow round tray basket: flat spiral-woven bottom visible inside, low reddish-brown rim, and one pale arched handle over it","the very shallow round tray basket: flat spiral-woven bottom visible inside, low reddish-brown rim, and one pale arched handle over it",22,1.0,0.9565217391304348
gpt,gpt-5.5,ACL,gpt5.5-acl-emnlp,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl-emnlp_150519_8,data/experiments/ACL/2026-05-15/gpt5.5-acl/gpt5.5-acl-emnlp_150519_8/gpt5.5-acl-emnlp_150519_8_data.json,5,12,images/012.png,"rectangular basket with dark green/black woven side panels, tan wicker trim along the top and bottom, and one brown arched handle","the rectangular basket with dark green/black woven side panels, tan wicker trim along the top and bottom, and one brown arched handle",22,1.0,0.9565217391304348
gpt,gpt-5.5,ACL,gpt5.5-acl-emnlp,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl-emnlp_150519_9,data/experiments/ACL/2026-05-15/gpt5.5-acl/gpt5.5-acl-emnlp_150519_9/gpt5.5-acl-emnlp_150519_9_data.json,1,1,images/076.png,"the animal-shaped wicker one like a little mouse or hamster; rounded tan body, pointed snout facing right, a small red eye on the side, and an oval opening on top—no handle",,33,1.0,0.0
gpt,gpt-5.5,ACL,gpt5.5-acl-emnlp,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl-emnlp_150519_9,data/experiments/ACL/2026-05-15/gpt5.5-acl/gpt5.5-acl-emnlp_150519_9/gpt5.5-acl-emnlp_150519_9_data.json,1,2,images/001.png,"a round bucket-shaped wicker basket with a dark almost black arched handle, orange-brown body, and a grayish rim band around the top",,24,1.0,0.0
gpt,gpt-5.5,ACL,gpt5.5-acl-emnlp,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl-emnlp_150519_9,data/experiments/ACL/2026-05-15/gpt5.5-acl/gpt5.5-acl-emnlp_150519_9/gpt5.5-acl-emnlp_150519_9_data.json,1,3,images/015.png,the boxy rectangular picnic caddy; tan wicker with a tall vertical divider/handle sticking up in the middle and an extra diagonal handle/strap leaning on the right side,,29,1.0,0.0
gpt,gpt-5.5,ACL,gpt5.5-acl-emnlp,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl-emnlp_150519_9,data/experiments/ACL/2026-05-15/gpt5.5-acl/gpt5.5-acl-emnlp_150519_9/gpt5.5-acl-emnlp_150519_9_data.json,1,4,images/009.png,"a small pale/whitewashed oval basket with tan bands, a thin high arched handle that has white wrapping at the top, and little red ties near the handle bases",,29,1.0,0.0
gpt,gpt-5.5,ACL,gpt5.5-acl-emnlp,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl-emnlp_150519_9,data/experiments/ACL/2026-05-15/gpt5.5-acl/gpt5.5-acl-emnlp_150519_9/gpt5.5-acl-emnlp_150519_9_data.json,1,5,images/022.png,a shallow rectangular golden-brown basket with a thick twisted rope-like arched handle and open lattice sides—more like a low tray with a big braided handle,,28,1.0,0.0
gpt,gpt-5.5,ACL,gpt5.5-acl-emnlp,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl-emnlp_150519_9,data/experiments/ACL/2026-05-15/gpt5.5-acl/gpt5.5-acl-emnlp_150519_9/gpt5.5-acl-emnlp_150519_9_data.json,1,6,images/033.png,"the other animal-shaped one; a round light-tan lidded basket with a front-facing cat-like face, two ears on top, red eyes, and whiskers—unlike basket 1, it’s circular and face-on rather than side-facing with a snout",,42,1.0,0.0
gpt,gpt-5.5,ACL,gpt5.5-acl-emnlp,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl-emnlp_150519_9,data/experiments/ACL/2026-05-15/gpt5.5-acl/gpt5.5-acl-emnlp_150519_9/gpt5.5-acl-emnlp_150519_9_data.json,1,7,images/012.png,"a rectangular handled basket with dark greenish-black woven side panels, light tan wicker borders at the top and bottom, and one arched handle over it",,26,1.0,0.0
gpt,gpt-5.5,ACL,gpt5.5-acl-emnlp,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl-emnlp_150519_9,data/experiments/ACL/2026-05-15/gpt5.5-acl/gpt5.5-acl-emnlp_150519_9/gpt5.5-acl-emnlp_150519_9_data.json,1,8,images/040.png,the squat oval basket with a dark gray-black arched handle and mottled gray/brown/cream weaving—overall darker and more speckled than the other handled baskets,,27,1.0,0.0
gpt,gpt-5.5,ACL,gpt5.5-acl-emnlp,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl-emnlp_150519_9,data/experiments/ACL/2026-05-15/gpt5.5-acl/gpt5.5-acl-emnlp_150519_9/gpt5.5-acl-emnlp_150519_9_data.json,1,9,images/037.png,"the tall upright cylindrical wicker basket, medium brown, open at the top, with two small loop handles near the rim—more like a wastebasket shape than a low handled basket",,30,1.0,0.0
gpt,gpt-5.5,ACL,gpt5.5-acl-emnlp,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl-emnlp_150519_9,data/experiments/ACL/2026-05-15/gpt5.5-acl/gpt5.5-acl-emnlp_150519_9/gpt5.5-acl-emnlp_150519_9_data.json,1,10,images/019.png,"a very shallow round/oval tray basket with a flat spiral pattern in the bottom, a low reddish-brown rim, and one pale arched handle over it",,27,1.0,0.0
gpt,gpt-5.5,ACL,gpt5.5-acl-emnlp,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl-emnlp_150519_9,data/experiments/ACL/2026-05-15/gpt5.5-acl/gpt5.5-acl-emnlp_150519_9/gpt5.5-acl-emnlp_150519_9_data.json,1,11,images/065.png,"a deep round tub-shaped basket with a flared open top, dark tan tight diagonal weave, and two small loop handles on the sides—no big arched handle",,28,1.0,0.0
gpt,gpt-5.5,ACL,gpt5.5-acl-emnlp,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl-emnlp_150519_9,data/experiments/ACL/2026-05-15/gpt5.5-acl/gpt5.5-acl-emnlp_150519_9/gpt5.5-acl-emnlp_150519_9_data.json,1,12,images/017.png,a peachy light-brown rounded rectangular basket with a single smooth arched handle and vertical ribbed sides—lighter and cleaner-looking than the dark speckled handled baskets,,27,1.0,0.0
gpt,gpt-5.5,ACL,gpt5.5-acl-emnlp,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl-emnlp_150519_9,data/experiments/ACL/2026-05-15/gpt5.5-acl/gpt5.5-acl-emnlp_150519_9/gpt5.5-acl-emnlp_150519_9_data.json,2,1,images/015.png,"the boxy rectangular picnic caddy: tan wicker, with a tall vertical divider/handle sticking up in the middle and an extra diagonal handle leaning on the right side",the boxy rectangular picnic caddy; tan wicker with a tall vertical divider/handle sticking up in the middle and an extra diagonal handle/strap leaning on the right side,28,1.0,0.9655172413793104
gpt,gpt-5.5,ACL,gpt5.5-acl-emnlp,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl-emnlp_150519_9,data/experiments/ACL/2026-05-15/gpt5.5-acl/gpt5.5-acl-emnlp_150519_9/gpt5.5-acl-emnlp_150519_9_data.json,2,2,images/037.png,"the tall upright cylindrical wicker basket—medium brown, open at the top, with two small loop handles near the rim and no big arched handle","the tall upright cylindrical wicker basket, medium brown, open at the top, with two small loop handles near the rim—more like a wastebasket shape than a low handled basket",25,0.8,0.5714285714285714
gpt,gpt-5.5,ACL,gpt5.5-acl-emnlp,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl-emnlp_150519_9,data/experiments/ACL/2026-05-15/gpt5.5-acl/gpt5.5-acl-emnlp_150519_9/gpt5.5-acl-emnlp_150519_9_data.json,2,3,images/001.png,the round orange-brown bucket-shaped basket with a very dark almost black arched handle and a grayish band around the top rim,"a round bucket-shaped wicker basket with a dark almost black arched handle, orange-brown body, and a grayish rim band around the top",23,0.9130434782608695,0.8076923076923077
gpt,gpt-5.5,ACL,gpt5.5-acl-emnlp,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl-emnlp_150519_9,data/experiments/ACL/2026-05-15/gpt5.5-acl/gpt5.5-acl-emnlp_150519_9/gpt5.5-acl-emnlp_150519_9_data.json,2,4,images/022.png,the shallow rectangular golden-brown tray with open lattice sides and a thick twisted rope-like arched handle,a shallow rectangular golden-brown basket with a thick twisted rope-like arched handle and open lattice sides—more like a low tray with a big braided handle,18,0.9444444444444444,0.5862068965517241
gpt,gpt-5.5,ACL,gpt5.5-acl-emnlp,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl-emnlp_150519_9,data/experiments/ACL/2026-05-15/gpt5.5-acl/gpt5.5-acl-emnlp_150519_9/gpt5.5-acl-emnlp_150519_9_data.json,2,5,images/040.png,the squat oval basket with a dark gray-black arched handle and mottled gray/brown/cream speckled weaving—darker and more patchy than the other handled baskets,the squat oval basket with a dark gray-black arched handle and mottled gray/brown/cream weaving—overall darker and more speckled than the other handled baskets,27,0.9629629629629629,0.9285714285714286
gpt,gpt-5.5,ACL,gpt5.5-acl-emnlp,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl-emnlp_150519_9,data/experiments/ACL/2026-05-15/gpt5.5-acl/gpt5.5-acl-emnlp_150519_9/gpt5.5-acl-emnlp_150519_9_data.json,2,6,images/076.png,"the side-facing animal-shaped tan wicker basket, like a little mouse/hamster: pointed snout facing right, one red eye on the side, oval opening on top, and no handle","the animal-shaped wicker one like a little mouse or hamster; rounded tan body, pointed snout facing right, a small red eye on the side, and an oval opening on top—no handle",30,0.9,0.75
gpt,gpt-5.5,ACL,gpt5.5-acl-emnlp,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl-emnlp_150519_9,data/experiments/ACL/2026-05-15/gpt5.5-acl/gpt5.5-acl-emnlp_150519_9/gpt5.5-acl-emnlp_150519_9_data.json,2,7,images/033.png,"the other animal basket: round and face-on like a cat, with two ears on top, red eyes, whiskers, a lidded circular body, and little feet—no handle","the other animal-shaped one; a round light-tan lidded basket with a front-facing cat-like face, two ears on top, red eyes, and whiskers—unlike basket 1, it’s circular and face-on rather than side-facing with a snout",28,0.8214285714285714,0.48936170212765956
gpt,gpt-5.5,ACL,gpt5.5-acl-emnlp,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl-emnlp_150519_9,data/experiments/ACL/2026-05-15/gpt5.5-acl/gpt5.5-acl-emnlp_150519_9/gpt5.5-acl-emnlp_150519_9_data.json,2,8,images/019.png,"the very shallow round/oval tray basket with a flat spiral pattern in the bottom, a low reddish-brown rim, and one pale arched handle","a very shallow round/oval tray basket with a flat spiral pattern in the bottom, a low reddish-brown rim, and one pale arched handle over it",25,0.96,0.8571428571428571
gpt,gpt-5.5,ACL,gpt5.5-acl-emnlp,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl-emnlp_150519_9,data/experiments/ACL/2026-05-15/gpt5.5-acl/gpt5.5-acl-emnlp_150519_9/gpt5.5-acl-emnlp_150519_9_data.json,2,9,images/012.png,"the rectangular handled basket with dark greenish-black woven side panels, light tan wicker borders along the top and bottom, and one arched handle","a rectangular handled basket with dark greenish-black woven side panels, light tan wicker borders at the top and bottom, and one arched handle over it",24,0.9166666666666666,0.7857142857142857
gpt,gpt-5.5,ACL,gpt5.5-acl-emnlp,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl-emnlp_150519_9,data/experiments/ACL/2026-05-15/gpt5.5-acl/gpt5.5-acl-emnlp_150519_9/gpt5.5-acl-emnlp_150519_9_data.json,2,10,images/065.png,"the deep round tub-shaped basket with a flared open top, tight dark tan diagonal weave, and two small side loop handles—no big arched handle","a deep round tub-shaped basket with a flared open top, dark tan tight diagonal weave, and two small loop handles on the sides—no big arched handle",26,0.9615384615384616,0.8620689655172413
gpt,gpt-5.5,ACL,gpt5.5-acl-emnlp,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl-emnlp_150519_9,data/experiments/ACL/2026-05-15/gpt5.5-acl/gpt5.5-acl-emnlp_150519_9/gpt5.5-acl-emnlp_150519_9_data.json,2,11,images/009.png,"the small pale/whitewashed oval basket with tan bands, a thin high arched handle wrapped white at the top, and little red ties near the handle bases","a small pale/whitewashed oval basket with tan bands, a thin high arched handle that has white wrapping at the top, and little red ties near the handle bases",27,0.9259259259259259,0.8064516129032258
gpt,gpt-5.5,ACL,gpt5.5-acl-emnlp,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl-emnlp_150519_9,data/experiments/ACL/2026-05-15/gpt5.5-acl/gpt5.5-acl-emnlp_150519_9/gpt5.5-acl-emnlp_150519_9_data.json,2,12,images/017.png,"the peachy light-brown rounded rectangular basket with a single smooth arched handle and vertical ribbed sides—uniform in color, not dark speckled or green-paneled",a peachy light-brown rounded rectangular basket with a single smooth arched handle and vertical ribbed sides—lighter and cleaner-looking than the dark speckled handled baskets,26,0.7307692307692307,0.5588235294117647
gpt,gpt-5.5,ACL,gpt5.5-acl-emnlp,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl-emnlp_150519_9,data/experiments/ACL/2026-05-15/gpt5.5-acl/gpt5.5-acl-emnlp_150519_9/gpt5.5-acl-emnlp_150519_9_data.json,3,1,images/012.png,"the rectangular handled basket with dark greenish-black woven side panels, light tan wicker borders along the top and bottom, and one arched handle","the rectangular handled basket with dark greenish-black woven side panels, light tan wicker borders along the top and bottom, and one arched handle",24,1.0,1.0
gpt,gpt-5.5,ACL,gpt5.5-acl-emnlp,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl-emnlp_150519_9,data/experiments/ACL/2026-05-15/gpt5.5-acl/gpt5.5-acl-emnlp_150519_9/gpt5.5-acl-emnlp_150519_9_data.json,3,2,images/009.png,"the small pale/whitewashed oval basket with tan bands, a thin high arched handle wrapped white near the top, and little red ties near the handle bases","the small pale/whitewashed oval basket with tan bands, a thin high arched handle wrapped white at the top, and little red ties near the handle bases",27,0.9629629629629629,0.9285714285714286
gpt,gpt-5.5,ACL,gpt5.5-acl-emnlp,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl-emnlp_150519_9,data/experiments/ACL/2026-05-15/gpt5.5-acl/gpt5.5-acl-emnlp_150519_9/gpt5.5-acl-emnlp_150519_9_data.json,3,3,images/033.png,"the round face-on animal basket, like a cat: circular tan body with two ears on top, red eyes, whiskers, little feet, and no handle","the other animal basket: round and face-on like a cat, with two ears on top, red eyes, whiskers, a lidded circular body, and little feet—no handle",25,0.96,0.8275862068965517
gpt,gpt-5.5,ACL,gpt5.5-acl-emnlp,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl-emnlp_150519_9,data/experiments/ACL/2026-05-15/gpt5.5-acl/gpt5.5-acl-emnlp_150519_9/gpt5.5-acl-emnlp_150519_9_data.json,3,4,images/076.png,"the side-facing animal basket like a little mouse/hamster: pointed snout facing right, one red eye on the side, oval opening on top, and no handle","the side-facing animal-shaped tan wicker basket, like a little mouse/hamster: pointed snout facing right, one red eye on the side, oval opening on top, and no handle",27,1.0,0.9
gpt,gpt-5.5,ACL,gpt5.5-acl-emnlp,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl-emnlp_150519_9,data/experiments/ACL/2026-05-15/gpt5.5-acl/gpt5.5-acl-emnlp_150519_9/gpt5.5-acl-emnlp_150519_9_data.json,3,5,images/017.png,"the peachy light-brown rounded rectangular basket with a single smooth arched handle and vertical ribbed sides—uniform color, not dark speckled or green-paneled","the peachy light-brown rounded rectangular basket with a single smooth arched handle and vertical ribbed sides—uniform in color, not dark speckled or green-paneled",25,1.0,0.9615384615384616
