experiment,session_prefix,prompt_strategy,director_model,matcher_model,session_id,round,object_num,basket_id,left_extractor,left_gpt_model,right_extractor,right_gpt_model,left_re_words,right_re_words,word_count_delta_right_minus_left,multiset_jaccard,left_referring_expression,right_referring_expression
ACL,gpt5.2-acl-emnlp,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-emnlp_160133_4,5,4,images/001.png,deterministic,,gpt,gpt-5.5,51,46,-5,0.9019607843137255,the deep rounded bucket basket with ONE very dark/near-black thick arched handle (handle much darker than the body). The body is medium-brown with a tight small weave and a smooth rim (not wavy). Confirm when you select it. near-black thick handle and a smooth (non-wavy) rim.,the deep rounded bucket basket with ONE very dark/near-black thick arched handle (handle much darker than the body); The body is medium-brown with a tight small weave and a smooth rim (not wavy); near-black thick handle and a smooth (non-wavy) rim
ACL,gpt5.2-acl-emnlp,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-emnlp_160133_4,5,5,images/037.png,deterministic,,gpt,gpt-5.5,44,38,-6,0.8636363636363636,"the tall straight-sided CYLINDRICAL hamper basket, open top, with TWO small loop handles right near the rim (one on each side). Medium-brown with a vertical/panel-like weave. Please confirm when you’ve got the tall cylinder with the two little loops.","the tall straight-sided CYLINDRICAL hamper basket, open top, with TWO small loop handles right near the rim (one on each side); Medium-brown with a vertical/panel-like weave; the tall cylinder with the two little loops"
ACL,gpt5.2-acl-emnlp,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-emnlp_160133_4,5,6,images/022.png,deterministic,,gpt,gpt-5.5,37,31,-6,0.8378378378378378,the shallow rectangular basket with the SUPER thick twisted/rope-like arched handle (and the rim is the same thick rope twist). Sides are chunky square/block weave. Confirm when you’ve selected the rope-handle rectangle.,the shallow rectangular basket with the SUPER thick twisted/rope-like arched handle; the rim is the same thick rope twist; Sides are chunky square/block weave; the rope-handle rectangle
ACL,gpt5.2-acl-emnlp,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-emnlp_160133_4,5,7,images/017.png,deterministic,,gpt,gpt-5.5,67,63,-4,0.9402985074626866,"the medium-brown deep rounded bucket basket with ONE arch handle the same color as the body, and a very obvious wavy/scalloped rim all the way around the top (not the near-black handle one). Confirm when placed. the deep rounded bucket with the wavy/scalloped rim all the way around, and the handle is medium-brown matching the body (definitely not the near-black handle).","the medium-brown deep rounded bucket basket with ONE arch handle the same color as the body, and a very obvious wavy/scalloped rim all the way around the top (not the near-black handle one); the deep rounded bucket with the wavy/scalloped rim all the way around; the handle is medium-brown matching the body (definitely not the near-black handle)"
ACL,gpt5.2-acl-emnlp,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-emnlp_160133_4,5,8,images/076.png,deterministic,,gpt,gpt-5.5,69,62,-7,0.8985507246376812,the light tan animal-shaped basket—looks like a duck/goose in SIDE PROFILE with an oval body and a small head/beak sticking out to the RIGHT. No normal arch handle. Confirm when you’ve got the duck/goose one (not the cat-face lidded basket). the light tan duck/goose side-profile basket with the beak sticking out to the right and no regular handle. Ready for,the light tan animal-shaped basket; looks like a duck/goose in SIDE PROFILE with an oval body and a small head/beak sticking out to the RIGHT; No normal arch handle; the duck/goose one (not the cat-face lidded basket); the light tan duck/goose side-profile basket with the beak sticking out to the right and no regular handle
ACL,gpt5.2-acl-emnlp,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-emnlp_160133_4,5,9,images/033.png,deterministic,,gpt,gpt-5.5,35,29,-6,0.8285714285714286,"the round LIDDED basket with a painted cat face on top (eyes and whiskers), plus two little ears; it also sits on tiny feet. Please confirm when you’ve selected the cat-face lidded one.","the round LIDDED basket with a painted cat face on top (eyes and whiskers), plus two little ears; it also sits on tiny feet; the cat-face lidded one"
ACL,gpt5.2-acl-emnlp,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-emnlp_160133_5,1,1,images/076.png,deterministic,,gpt,gpt-5.5,79,69,-10,0.8734177215189873,"a light tan wicker basket shaped like a duck/animal—rounded body with a little head and beak on the RIGHT, a blue eye, and the lid forms the duck’s back with a small loop handle on top. Let me know when you’ve got it. the side-view duck-shaped wicker basket (beak/head sticking out on the right, one blue side eye). It is NOT the top-down round basket with a face on the lid.","a light tan wicker basket shaped like a duck/animal—rounded body with a little head and beak on the RIGHT, a blue eye, and the lid forms the duck’s back with a small loop handle on top; the side-view duck-shaped wicker basket (beak/head sticking out on the right, one blue side eye); NOT the top-down round basket with a face on the lid"
ACL,gpt5.2-acl-emnlp,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-emnlp_160133_5,1,10,images/019.png,deterministic,,gpt,gpt-5.5,70,66,-4,0.9428571428571428,"a very shallow, wide ROUND tray-like basket with a single arched handle. The base has a clear spiral/coil pattern (like a coiled circle), in light tan with a few reddish strands. Much flatter than the other handled baskets—confirm when you place the shallow spiral one. the flat, shallow round tray with one arched handle where the spiral/coil pattern on the bottom is very obvious from above.","a very shallow, wide ROUND tray-like basket with a single arched handle; The base has a clear spiral/coil pattern (like a coiled circle), in light tan with a few reddish strands; Much flatter than the other handled baskets; the shallow spiral one; the flat, shallow round tray with one arched handle where the spiral/coil pattern on the bottom is very obvious from above"
ACL,gpt5.2-acl-emnlp,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-emnlp_160133_5,1,11,images/065.png,deterministic,,gpt,gpt-5.5,77,69,-8,0.8961038961038961,"a large, deep open tub/bucket basket (round-ish) with TWO thick side handles that stick up like little ears. The weave is diagonal/chevron-like around the body. No lid and no big arched handle over the top. Confirm when you’ve got the big tub with two ear handles. it only has the two ear-like side handles (no arched handle over the top) and it’s the deep tub with the diagonal/chevron weave.","a large, deep open tub/bucket basket (round-ish) with TWO thick side handles that stick up like little ears; The weave is diagonal/chevron-like around the body; No lid and no big arched handle over the top; the big tub with two ear handles; it only has the two ear-like side handles (no arched handle over the top); the deep tub with the diagonal/chevron weave"
ACL,gpt5.2-acl-emnlp,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-emnlp_160133_5,1,12,images/017.png,deterministic,,gpt,gpt-5.5,43,37,-6,0.8604651162790697,"an open oval basket in a light reddish-brown wicker, with one arched handle. The sides are more ‘open/airy’ with visible vertical slats/gaps (not a tight weave). No lid. Place this reddish open-slat oval one in position 12 and confirm.","an open oval basket in a light reddish-brown wicker, with one arched handle; The sides are more ‘open/airy’ with visible vertical slats/gaps (not a tight weave); No lid; this reddish open-slat oval one"
ACL,gpt5.2-acl-emnlp,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-emnlp_160133_5,1,2,images/001.png,deterministic,,gpt,gpt-5.5,69,56,-13,0.8115942028985508,"a deep, round bucket-shaped wicker basket with one thick, very dark brown arched handle and a dark rim. The top band looks more like horizontal strips/wood slats, while the lower half is a tighter small weave. Confirm when you’ve placed it. the deep round bucket basket with the darkest/near-black thick arched handle and dark rim, plus that horizontal slat-like band near the top.","a deep, round bucket-shaped wicker basket with one thick, very dark brown arched handle and a dark rim; The top band looks more like horizontal strips/wood slats, while the lower half is a tighter small weave; the darkest/near-black thick arched handle and dark rim; that horizontal slat-like band near the top"
ACL,gpt5.2-acl-emnlp,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-emnlp_160133_5,1,3,images/015.png,deterministic,,gpt,gpt-5.5,73,58,-15,0.7945205479452054,"a light tan, rectangular picnic basket with a fitted lid that’s shown flipped open (hinged). It has one tall upright handle rising from the middle/top, and the body is boxy with vertical reed sides. Let me know when you spot the one with the open lid. the light tan wicker picnic basket with the hinged lid visibly flipped open and one tall center handle. Not the flat rectangular/metal-frame style.","a light tan, rectangular picnic basket with a fitted lid that’s shown flipped open (hinged); one tall upright handle rising from the middle/top; the body is boxy with vertical reed sides; the light tan wicker picnic basket with the hinged lid visibly flipped open and one tall center handle; Not the flat rectangular/metal-frame style"
ACL,gpt5.2-acl-emnlp,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-emnlp_160133_5,1,4,images/009.png,deterministic,,gpt,gpt-5.5,66,63,-3,0.9545454545454546,"an open, oval “canoe/boat-shaped” basket with one arched handle. It’s light tan but has a noticeably paler/whitish band around the rim, and the handle has a light wrap/patch near the top center. No lid. the open oval/canoe-shaped basket with the distinct pale/whitish band around the rim and the little light wrap/patch at the top of the handle.","an open, oval “canoe/boat-shaped” basket with one arched handle; light tan but has a noticeably paler/whitish band around the rim; the handle has a light wrap/patch near the top center; No lid; the open oval/canoe-shaped basket with the distinct pale/whitish band around the rim and the little light wrap/patch at the top of the handle"
ACL,gpt5.2-acl-emnlp,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-emnlp_160133_5,1,5,images/022.png,deterministic,,gpt,gpt-5.5,56,48,-8,0.8571428571428571,"a squat, rectangular open basket with straight sides and a single very thick twisted-rope style handle (big arch). The weave looks like a darker brown checkered/block pattern. No lid. the squat rectangular open basket with the chunky twisted-rope handle and dark brown checkered/blocky weave. It is not the longer greenish rectangular one.","a squat, rectangular open basket with straight sides and a single very thick twisted-rope style handle (big arch); The weave looks like a darker brown checkered/block pattern; No lid; the chunky twisted-rope handle and dark brown checkered/blocky weave; not the longer greenish rectangular one"
ACL,gpt5.2-acl-emnlp,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-emnlp_160133_5,1,6,images/033.png,deterministic,,gpt,gpt-5.5,61,40,-21,0.6557377049180327,"the round, squat lidded wicker basket that looks like a cat from above—cat face on the lid (eyes/whiskers/nose). It also has little feet underneath. Confirm when you’ve placed the “cat-face” one in position 6. the round lidded wicker basket with the cat face clearly on the lid (eyes/whiskers/nose) and little feet at the bottom.","the round, squat lidded wicker basket that looks like a cat from above—cat face on the lid (eyes/whiskers/nose); little feet underneath; the cat face clearly on the lid (eyes/whiskers/nose) and little feet at the bottom"
ACL,gpt5.2-acl-emnlp,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-emnlp_160133_5,1,7,images/012.png,deterministic,,gpt,gpt-5.5,68,50,-18,0.7352941176470589,"a rectangular open basket with one arched handle, but the main body/front is distinctly greenish/teal woven. It has a thick warm-brown braided rim/top border (two-tone: green body + brown trim). Let me know when you’ve placed the green one. ’s handle is the same warm brown as the braided rim/trim, with the main basket body clearly greenish/teal. Confirmed for position 7.","a rectangular open basket with one arched handle; the main body/front is distinctly greenish/teal woven; a thick warm-brown braided rim/top border (two-tone: green body + brown trim); handle is the same warm brown as the braided rim/trim, with the main basket body clearly greenish/teal"
ACL,gpt5.2-acl-emnlp,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-emnlp_160133_5,1,8,images/040.png,deterministic,,gpt,gpt-5.5,71,53,-18,0.7464788732394366,"a small squat oval basket with a single arched handle; the weaving is mostly dark gray/black, but the bottom/base band is lighter natural tan. Open top, dark handle matching the dark sides. Let me know when you’ve got the two-tone dark basket. the small squat oval basket with the very dark gray/black weave and handle, plus that clearly lighter natural-tan band around the bottom/base.","a small squat oval basket with a single arched handle; the weaving is mostly dark gray/black, but the bottom/base band is lighter natural tan; Open top, dark handle matching the dark sides; the very dark gray/black weave and handle, plus that clearly lighter natural-tan band around the bottom/base"
ACL,gpt5.2-acl-emnlp,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-emnlp_160133_5,1,9,images/037.png,deterministic,,gpt,gpt-5.5,49,48,-1,0.9795918367346939,"a tall, straight-sided cylindrical wicker hamper (like a small barrel), open top, with TWO small loop handles near the rim (one on each side). No big arched handle. the tall cylinder/hamper and the two small loop handles sit right up at the top rim on opposite sides.","a tall, straight-sided cylindrical wicker hamper (like a small barrel), open top, with TWO small loop handles near the rim (one on each side); No big arched handle; the tall cylinder/hamper; the two small loop handles sit right up at the top rim on opposite sides"
ACL,gpt5.2-acl-emnlp,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-emnlp_160133_5,2,1,images/015.png,deterministic,,gpt,gpt-5.5,68,54,-14,0.7941176470588235,"(top-left): the light tan rectangular picnic basket with ONE tall center handle, and a hinged lid that’s visibly flipped open to the right side. Boxy shape, tight vertical reed sides. Tell me when you’ve got the one with the open lid. the light tan boxy picnic basket with the hinged lid clearly flipped open and one tall center handle (not any flat/metal-frame style).","the light tan rectangular picnic basket with ONE tall center handle, and a hinged lid that’s visibly flipped open to the right side; Boxy shape, tight vertical reed sides; the light tan boxy picnic basket with the hinged lid clearly flipped open and one tall center handle; not any flat/metal-frame style"
ACL,gpt5.2-acl-emnlp,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-emnlp_160133_5,2,10,images/065.png,deterministic,,gpt,gpt-5.5,71,64,-7,0.9014084507042254,"a large deep round tub/bucket basket, open top, with ONLY two thick side handles that stick up like little ears (no arched handle over the top). The body weave is diagonal/chevron. Confirm when you’ve placed the big tub with two ear handles. it’s the deep open tub with the diagonal/chevron weave and exactly two thick ear-like side handles, with no arched handle over the top.","a large deep round tub/bucket basket, open top, with ONLY two thick side handles that stick up like little ears (no arched handle over the top); The body weave is diagonal/chevron; the big tub with two ear handles; the deep open tub with the diagonal/chevron weave and exactly two thick ear-like side handles, with no arched handle over the top"
ACL,gpt5.2-acl-emnlp,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-emnlp_160133_5,2,11,images/009.png,deterministic,,gpt,gpt-5.5,81,73,-8,0.9012345679012346,"an open OVAL/canoe-shaped basket with ONE arched handle. Key tells: a noticeably pale/whitish band all around the rim, and the handle has a small light wrap/patch near the top center. No lid. Confirm when you spot the two-tone pale-rim oval. it’s the open oval/canoe basket where the pale/whitish rim band runs all the way around, and there’s a small light wrap/patch right at the top-center of the arched handle.","an open OVAL/canoe-shaped basket with ONE arched handle; a noticeably pale/whitish band all around the rim, and the handle has a small light wrap/patch near the top center; No lid; the two-tone pale-rim oval; the open oval/canoe basket where the pale/whitish rim band runs all the way around, and there’s a small light wrap/patch right at the top-center of the arched handle"
ACL,gpt5.2-acl-emnlp,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-emnlp_160133_5,2,12,images/017.png,deterministic,,gpt,gpt-5.5,30,32,2,0.9375,that light reddish-brown open market basket with the noticeably airy/slatted sides (vertical gaps) and a single arched handle in the same reddish tone. No pale rim band like,that light reddish-brown open market basket with the noticeably airy/slatted sides (vertical gaps) and a single arched handle in the same reddish tone; No pale rim band like basket 11
ACL,gpt5.2-acl-emnlp,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-emnlp_160133_5,2,2,images/037.png,deterministic,,gpt,gpt-5.5,46,46,0,1.0,"a tall, straight-sided cylindrical hamper/barrel basket, open top, with TWO small loop handles right at the top rim (one each side). No big arched handle. the tall barrel/hamper with TWO small loop handles right on the top rim and NO big arched handle.","a tall, straight-sided cylindrical hamper/barrel basket, open top, with TWO small loop handles right at the top rim (one each side); No big arched handle; the tall barrel/hamper with TWO small loop handles right on the top rim and NO big arched handle"
ACL,gpt5.2-acl-emnlp,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-emnlp_160133_5,2,3,images/001.png,deterministic,,gpt,gpt-5.5,73,66,-7,0.9041095890410958,"a deep ROUND bucket-shaped wicker basket with ONE very thick arched handle that’s the darkest brown/near-black in the set. It also has a darker rim and a horizontal slat-like band around the top. Confirm when you place the dark-handled round bucket. the deep round bucket with the darkest/near-black thick arched handle, plus a dark rim and that horizontal slat-like band just under the rim.","a deep ROUND bucket-shaped wicker basket with ONE very thick arched handle that’s the darkest brown/near-black in the set; a darker rim and a horizontal slat-like band around the top; the dark-handled round bucket; the deep round bucket with the darkest/near-black thick arched handle, plus a dark rim and that horizontal slat-like band just under the rim"
ACL,gpt5.2-acl-emnlp,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-emnlp_160133_5,2,4,images/022.png,deterministic,,gpt,gpt-5.5,71,62,-9,0.8732394366197183,"a squat rectangular open basket with a single very thick twisted-rope style handle (big arch). The body weave is dark brown and looks checkered/blocky. No lid. Let me know when you’ve placed the chunky rope-handle rectangle. it’s the squat rectangular open basket with the VERY thick twisted-rope arch handle and a dark blocky/checkered weave (not the green one, and not the airy slatted oval).","a squat rectangular open basket with a single very thick twisted-rope style handle (big arch); The body weave is dark brown and looks checkered/blocky; No lid; the chunky rope-handle rectangle; the squat rectangular open basket with the VERY thick twisted-rope arch handle and a dark blocky/checkered weave; not the green one, and not the airy slatted oval"
ACL,gpt5.2-acl-emnlp,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-emnlp_160133_5,2,5,images/040.png,deterministic,,gpt,gpt-5.5,81,74,-7,0.9135802469135802,"the small squat OVAL basket with one arched handle; it’s mostly very dark gray/black weave, but it has a clearly lighter natural-tan band around the bottom/base. Open top, dark handle matching the sides. Confirm when you’ve got the two-tone dark one. it’s the small squat oval with charcoal/dark gray sides AND a light natural-tan band that wraps all the way around the bottom/base; the handle is dark to match the sides.","the small squat OVAL basket with one arched handle; it’s mostly very dark gray/black weave, but it has a clearly lighter natural-tan band around the bottom/base; Open top, dark handle matching the sides; the two-tone dark one; the small squat oval with charcoal/dark gray sides AND a light natural-tan band that wraps all the way around the bottom/base; the handle is dark to match the sides"
ACL,gpt5.2-acl-emnlp,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-emnlp_160133_5,2,6,images/076.png,deterministic,,gpt,gpt-5.5,79,74,-5,0.9367088607594937,"the duck/animal-shaped wicker basket in SIDE view—rounded body with a head and beak sticking out on the RIGHT, a single blue eye on the side, and a small loop handle on top of the lid/back. Confirm when you’ve got the duck (not the cat-face lid). the side-profile duck basket with the beak/head sticking out on the right and a blue side eye; it’s not the round cat-face lidded basket.","the duck/animal-shaped wicker basket in SIDE view—rounded body with a head and beak sticking out on the RIGHT, a single blue eye on the side, and a small loop handle on top of the lid/back; the duck; not the cat-face lid; the side-profile duck basket with the beak/head sticking out on the right and a blue side eye; it’s not the round cat-face lidded basket"
ACL,gpt5.2-acl-emnlp,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-emnlp_160133_5,2,7,images/033.png,deterministic,,gpt,gpt-5.5,49,49,0,1.0,"the round, squat LIDDED wicker basket that looks like a cat from above—cat face (eyes/whiskers/nose) on the lid, plus little feet underneath. No tall handle. the round squat lidded one with the cat face on the lid and little feet, and there’s NO top handle.","the round, squat LIDDED wicker basket that looks like a cat from above—cat face (eyes/whiskers/nose) on the lid, plus little feet underneath; No tall handle; the round squat lidded one with the cat face on the lid and little feet, and there’s NO top handle"
ACL,gpt5.2-acl-emnlp,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-emnlp_160133_5,2,8,images/019.png,deterministic,,gpt,gpt-5.5,72,67,-5,0.9305555555555556,"the very shallow, wide ROUND tray basket with a single arched handle; you can clearly see a spiral/coil pattern on the base (light tan with a few reddish strands). It’s the flattest handled one—confirm when placed. the flattest, tray-like round basket with one arched handle and a very obvious spiral/coil bottom you can see from above (light tan with a few reddish strands), not any deeper bucket.","the very shallow, wide ROUND tray basket with a single arched handle; you can clearly see a spiral/coil pattern on the base (light tan with a few reddish strands); the flattest handled one; the flattest, tray-like round basket with one arched handle and a very obvious spiral/coil bottom you can see from above (light tan with a few reddish strands), not any deeper bucket"
ACL,gpt5.2-acl-emnlp,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-emnlp_160133_5,2,9,images/012.png,deterministic,,gpt,gpt-5.5,66,61,-5,0.9242424242424242,"the rectangular open basket with a distinctly green/teal woven body and a thick warm-brown braided rim/top border; it has one warm-brown arched handle that matches the rim. It’s the only green-ish basket—confirm when placed. the only rectangular basket with a green/teal body and a thick warm-brown braided top rim, with the handle in that same warm brown.","the rectangular open basket with a distinctly green/teal woven body and a thick warm-brown braided rim/top border; it has one warm-brown arched handle that matches the rim; the only green-ish basket; the only rectangular basket with a green/teal body and a thick warm-brown braided top rim, with the handle in that same warm brown"
ACL,gpt5.2-acl-emnlp,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-emnlp_160133_5,3,1,images/012.png,deterministic,,gpt,gpt-5.5,44,31,-13,0.7045454545454546,(top-left): the ONLY green/teal rectangular open basket—boxy shape with a thick warm-brown braided rim along the top and a matching warm-brown arched handle. Confirm when you’ve placed the green-bodied one. ’s body is fully green/teal. Now,the ONLY green/teal rectangular open basket—boxy shape with a thick warm-brown braided rim along the top and a matching warm-brown arched handle; body is fully green/teal
ACL,gpt5.2-acl-emnlp,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-emnlp_160133_5,3,10,images/065.png,deterministic,,gpt,gpt-5.5,63,53,-10,0.8412698412698413,"the large deep round open tub/bucket with a diagonal/chevron weave, and ONLY two thick side handles that stick up like little ears (no arched handle over the top). Confirm when you’ve placed the big ear-handled tub. the deep open tub with the diagonal/chevron weave and only two thick ear-like side handles (no arched handle over the top).","the large deep round open tub/bucket with a diagonal/chevron weave, and ONLY two thick side handles that stick up like little ears (no arched handle over the top); the deep open tub with the diagonal/chevron weave and only two thick ear-like side handles (no arched handle over the top)"
ACL,gpt5.2-acl-emnlp,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-emnlp_160133_5,3,11,images/019.png,deterministic,,gpt,gpt-5.5,53,43,-10,0.8113207547169812,"a very shallow, wide ROUND tray basket with ONE arched handle. You can clearly see a spiral/coil pattern on the bottom (light tan with a few reddish strands). It’s the flattest handled basket—confirm when placed. the flattest round tray with the visible spiral/coil base and one arch handle. Now","a very shallow, wide ROUND tray basket with ONE arched handle; a spiral/coil pattern on the bottom (light tan with a few reddish strands); the flattest handled basket; the flattest round tray with the visible spiral/coil base and one arch handle"
ACL,gpt5.2-acl-emnlp,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-emnlp_160133_5,3,12,images/015.png,deterministic,,gpt,gpt-5.5,42,28,-14,0.6666666666666666,(last): the light tan rectangular picnic basket with ONE tall center handle and a hinged lid that’s visibly flipped open to the right side (open-lid boxy basket). Confirm when you’ve placed the open-lid picnic one in position 12.,the light tan rectangular picnic basket with ONE tall center handle and a hinged lid that’s visibly flipped open to the right side (open-lid boxy basket)
ACL,gpt5.2-acl-emnlp,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-emnlp_160133_5,3,2,images/009.png,deterministic,,gpt,gpt-5.5,69,59,-10,0.855072463768116,"an open oval/canoe-shaped basket with ONE arched handle, a noticeably pale/whitish band all around the rim, and a small light wrap/patch right at the top-center of the handle. Confirm when you’ve got that pale-rim oval. the canoe/oval with the whitish band just around the rim and a little wrap at the top of the handle (not a wide middle stripe). Now","an open oval/canoe-shaped basket with ONE arched handle, a noticeably pale/whitish band all around the rim, and a small light wrap/patch right at the top-center of the handle; the canoe/oval with the whitish band just around the rim and a little wrap at the top of the handle (not a wide middle stripe)"
ACL,gpt5.2-acl-emnlp,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-emnlp_160133_5,3,3,images/033.png,deterministic,,gpt,gpt-5.5,28,27,-1,0.9642857142857143,the round squat LIDDED basket with a cat face on top (eyes/whiskers) and little feet underneath—no handle. the cat-face lidded one with no handle. Now,the round squat LIDDED basket with a cat face on top (eyes/whiskers) and little feet underneath—no handle; the cat-face lidded one with no handle
ACL,gpt5.2-acl-emnlp,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-emnlp_160133_5,3,4,images/076.png,deterministic,,gpt,gpt-5.5,36,35,-1,0.9722222222222222,the side-view duck-shaped wicker basket (rounded body) with the head/beak sticking out on the RIGHT and a single blue eye; there’s a small loop handle on top of its back/lid. Now,the side-view duck-shaped wicker basket (rounded body) with the head/beak sticking out on the RIGHT and a single blue eye; there’s a small loop handle on top of its back/lid
ACL,gpt5.2-acl-emnlp,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-emnlp_160133_5,3,5,images/017.png,deterministic,,gpt,gpt-5.5,73,63,-10,0.863013698630137,"an open oval market basket in light reddish-brown wicker with ONE arched handle; the sides are very airy with visible vertical slats/gaps (not a tight weave). No lid. Tell me when you’ve placed the slatted reddish oval. the light reddish-brown oval market basket with the clearly slatted/airy vertical gaps on the sides, and the arched handle is the same reddish tone as the body (no pale rim band).","an open oval market basket in light reddish-brown wicker with ONE arched handle; the sides are very airy with visible vertical slats/gaps (not a tight weave); No lid; the light reddish-brown oval market basket with the clearly slatted/airy vertical gaps on the sides, and the arched handle is the same reddish tone as the body (no pale rim band)"
ACL,gpt5.2-acl-emnlp,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-emnlp_160133_5,3,6,images/037.png,deterministic,,gpt,gpt-5.5,68,55,-13,0.8088235294117647,"the tall, straight-sided cylindrical hamper/barrel basket—open top—with TWO small loop handles right at the top rim (one on each side). No big arched handle over the top. Confirm when you’ve placed the barrel with the two little rim loops. the tall barrel/hamper and the two handles are small loops sitting right on the top rim on opposite sides (no big arch handle).","the tall, straight-sided cylindrical hamper/barrel basket—open top—with TWO small loop handles right at the top rim (one on each side); No big arched handle over the top; the tall barrel/hamper and the two handles are small loops sitting right on the top rim on opposite sides (no big arch handle)"
ACL,gpt5.2-acl-emnlp,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-emnlp_160133_5,3,7,images/001.png,deterministic,,gpt,gpt-5.5,100,86,-14,0.86,"a deep ROUND bucket-style wicker basket, open top, with ONE very thick arched handle that’s the darkest brown/near-black. It also has a dark rim and a horizontal slat-like band just under the rim. Confirm when you place the dark-handled round bucket. the deep round bucket with the *darkest/near-black*, thick arched handle, plus a dark rim and a very clear horizontal slat/strip band just under the rim (lower half is tight small weave). Not the lighter-handled or patterned-band round basket. ’s handle is the darkest/near-black thick arch. Now","a deep ROUND bucket-style wicker basket, open top, with ONE very thick arched handle that’s the darkest brown/near-black; a dark rim and a horizontal slat-like band just under the rim; the deep round bucket with the *darkest/near-black*, thick arched handle, plus a dark rim and a very clear horizontal slat/strip band just under the rim (lower half is tight small weave); Not the lighter-handled or patterned-band round basket; handle is the darkest/near-black thick arch"
ACL,gpt5.2-acl-emnlp,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-emnlp_160133_5,3,8,images/040.png,deterministic,,gpt,gpt-5.5,66,52,-14,0.7878787878787878,"the small squat OVAL basket with one arched handle; it’s mostly very dark gray/black, but has a clearly lighter natural-tan band wrapping all around the bottom/base. Open top. Confirm when you’ve placed that two-tone dark oval. it’s the small squat oval with charcoal/dark gray sides and handle, and a light natural-tan band ONLY around the bottom/base.","the small squat OVAL basket with one arched handle; mostly very dark gray/black, but has a clearly lighter natural-tan band wrapping all around the bottom/base; Open top; the small squat oval with charcoal/dark gray sides and handle, and a light natural-tan band ONLY around the bottom/base"
ACL,gpt5.2-acl-emnlp,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-emnlp_160133_5,3,9,images/022.png,deterministic,,gpt,gpt-5.5,69,62,-7,0.8985507246376812,"a squat, fairly small open basket with a single VERY thick twisted-rope style arched handle. The body weave looks dark brown and blocky/checkered (not green, not slatted). No lid—confirm when you’ve found the chunky rope-handle one. it’s the squat, more-rectangular open basket with the VERY thick twisted-rope/braided arch handle and a dark blocky/checkered weave (not a smooth rounded handle).","a squat, fairly small open basket with a single VERY thick twisted-rope style arched handle; The body weave looks dark brown and blocky/checkered (not green, not slatted); No lid; the chunky rope-handle one; the squat, more-rectangular open basket with the VERY thick twisted-rope/braided arch handle and a dark blocky/checkered weave (not a smooth rounded handle)"
